"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Total Runtime (ms)"
"20","3.141527","202","3.1412075","202","3.14202","202","3.1423415","202","3.1414185","202","3.14172925","202","3.14139025","202","3.1419055","202","3.141451","202","3.14096875","202","202"
"21","3.141747","195","3.14172225","195","3.14155175","195","3.14150775","195","3.14192525","195","3.141654","195","3.141337","195","3.14142225","195","3.14149775","195","3.141307","195","196"
"22","3.14136575","202","3.1416355","202","3.14197625","202","3.141127","202","3.1417095","202","3.140725","202","3.141752","202","3.14131475","202","3.141148","202","3.14128925","202","203"
"23","3.14149725","207","3.14088775","207","3.141823","207","3.1417395","207","3.141451","207","3.141541","207","3.14142275","207","3.1417845","207","3.141795","207","3.14095525","207","207"
"24","3.14131575","203","3.14151175","203","3.1416515","203","3.14092075","203","3.1414795","203","3.14138975","203","3.1416875","203","3.1419305","203","3.14207275","203","3.14125625","203","203"
"25","3.1417805","191","3.142084","191","3.1411875","191","3.14212375","191","3.14176925","191","3.14141925","191","3.14190475","191","3.14114875","191","3.1412295","191","3.141324","191","192"
"26","3.1407475","199","3.1414405","199","3.1421695","199","3.1427445","199","3.14154725","199","3.14165375","199","3.14198225","199","3.14165275","199","3.141099","199","3.14150325","199","199"
"27","3.141351","182","3.1420975","182","3.14043325","182","3.1407555","182","3.1411755","182","3.14199775","182","3.1408765","182","3.14122425","182","3.14174475","182","3.14106075","182","202"
"28","3.14201075","192","3.1412945","192","3.141252","192","3.14068775","192","3.14121525","192","3.14150225","192","3.141754","192","3.1417385","192","3.1414445","192","3.141106","192","192"
"29","3.14207675","190","3.14190625","190","3.14222425","190","3.141358","190","3.14209475","190","3.141683","190","3.14225275","190","3.141648","190","3.1409435","190","3.14243125","190","190"
"30","3.14147775","193","3.14116325","193","3.14167775","193","3.14166275","193","3.141397","193","3.14118925","193","3.142413","193","3.1419535","193","3.14102525","193","3.142352","193","193"
"31","3.1417585","198","3.14154075","198","3.1419185","198","3.142279","198","3.141579","198","3.14182875","198","3.14182275","198","3.142495","198","3.140419","198","3.141978","198","198"
"32","3.142138","195","3.1421425","195","3.14173275","195","3.14140375","195","3.1418395","195","3.1415155","195","3.14111575","195","3.141605","195","3.14176675","195","3.141985","195","195"
"33","3.1411035","205","3.14176325","205","3.14147525","205","3.14132125","205","3.142101","205","3.1420815","205","3.141492","205","3.1405105","205","3.1420755","205","3.14110225","205","205"
"34","3.14181025","193","3.14104475","193","3.1414895","193","3.14174175","193","3.14206975","193","3.14124925","193","3.14208125","193","3.14108275","193","3.14191775","193","3.141316","193","193"
"35","3.14215425","190","3.1408055","190","3.142089","190","3.14176375","190","3.1417345","190","3.14155225","190","3.14122025","190","3.14172675","190","3.14177225","190","3.141491","190","190"
"36","3.14122575","193","3.14185325","193","3.14164125","193","3.14191675","193","3.14214275","193","3.1420165","193","3.14131625","193","3.14152375","193","3.1423685","193","3.14205275","193","193"
"37","3.1413465","201","3.141469","201","3.14169","201","3.14121975","201","3.141234","201","3.1414285","201","3.141789","201","3.14132625","201","3.141733","201","3.14122075","201","201"
"38","3.14195","194","3.14148825","194","3.14178175","194","3.1414045","194","3.14166825","194","3.14149425","194","3.141401","194","3.14170325","194","3.1423015","194","3.141332","194","194"
"39","3.141404","189","3.1416275","189","3.14171725","189","3.14151475","189","3.14110975","189","3.14166425","189","3.14211725","189","3.1418","189","3.14160575","189","3.14073575","189","189"
"40","3.14183175","192","3.1415515","192","3.14157925","192","3.14207025","192","3.14180175","192","3.141729","192","3.14217175","192","3.141659","192","3.14188825","192","3.14133325","192","192"
"41","3.1416305","197","3.14136","197","3.1413805","197","3.14166","197","3.1413355","197","3.141248","197","3.1415075","197","3.14119975","197","3.140933","197","3.142027","197","197"
"42","3.141637","193","3.14141225","193","3.140825","193","3.14135175","193","3.14132275","193","3.141898","193","3.14204925","193","3.1413215","193","3.14135325","193","3.14227475","193","193"
"43","3.1421835","193","3.14182325","193","3.14242","193","3.14081775","193","3.14080125","193","3.141085","193","3.141332","193","3.141178","193","3.1412385","193","3.14176925","193","193"
"44","3.141648","194","3.141604","194","3.14197475","194","3.14136575","194","3.141275","194","3.14165675","194","3.141739","194","3.1418525","194","3.14178025","194","3.1410985","194","194"
"45","3.14189475","193","3.14158175","193","3.142027","193","3.14087075","193","3.1409085","193","3.14128425","193","3.140929","193","3.14183675","193","3.14202075","193","3.14184075","193","193"
"46","3.1415135","192","3.14136225","192","3.14218975","192","3.1416715","192","3.1417505","192","3.14179375","192","3.14178925","192","3.14087425","192","3.14239175","192","3.141788","192","192"
"47","3.142171","192","3.14148375","192","3.14185825","192","3.14143075","192","3.1410955","192","3.14159325","192","3.14171475","192","3.14207075","192","3.1408005","192","3.14254225","192","193"
"48","3.14140225","199","3.1412","199","3.14171375","199","3.14103125","199","3.14163825","199","3.14107525","199","3.14117675","199","3.141215","199","3.1414855","199","3.14155825","199","199"
"49","3.1410515","197","3.14158975","197","3.141967","197","3.14199875","197","3.1417405","197","3.141793","197","3.14206625","197","3.14196225","197","3.140885","197","3.14156675","197","197"
"50","3.14125875","195","3.14142125","195","3.14181875","195","3.14099325","195","3.142773","195","3.1417505","195","3.14213325","195","3.1414405","195","3.14171275","195","3.14134625","195","196"
"51","3.141466","192","3.14157525","192","3.14172325","192","3.14221125","192","3.14133375","192","3.1416895","192","3.14179875","192","3.14154525","192","3.142628","192","3.14179175","192","192"
"52","3.140829","196","3.140722","196","3.141979","196","3.14222475","196","3.1411665","196","3.14226225","196","3.14211525","196","3.14161525","196","3.14153725","196","3.14225775","196","199"
"53","3.1421365","202","3.14080375","202","3.1411975","202","3.142299","202","3.141181","202","3.141328","202","3.14177875","202","3.14117425","202","3.1414525","202","3.14165975","202","202"
"54","3.14134975","205","3.142378","205","3.14236725","205","3.14173125","205","3.141759","205","3.141653","205","3.14182225","205","3.141402","205","3.14184675","205","3.14180125","205","206"
"55","3.1412085","205","3.14136925","205","3.14122125","205","3.14186625","205","3.1419925","205","3.142184","205","3.141907","205","3.141393","205","3.14206825","205","3.1419505","205","206"
"56","3.14088375","193","3.1408945","193","3.141207","193","3.14145475","193","3.141495","193","3.1416575","193","3.141756","193","3.1420425","193","3.141301","193","3.14156425","193","193"
"57","3.141903","191","3.14163775","191","3.1412415","191","3.1421485","191","3.14227475","191","3.1420955","191","3.1415725","191","3.14131025","191","3.141944","191","3.14172725","191","192"
"58","3.14095525","193","3.1420095","193","3.141336","193","3.14126975","193","3.140835","193","3.14119425","193","3.14199575","193","3.1410255","193","3.14241275","193","3.140887","193","193"
"59","3.1413195","204","3.1415185","204","3.141465","204","3.1412695","204","3.1418","204","3.1412505","204","3.1414505","204","3.14165675","204","3.1412585","204","3.141598","204","204"
"60","3.1417015","192","3.14156075","192","3.1419135","192","3.141103","192","3.14178175","192","3.14231575","192","3.14113525","192","3.14173625","192","3.1423905","192","3.1421705","192","192"
"61","3.14156525","190","3.14133725","190","3.14159675","190","3.141281","190","3.14145075","190","3.14225825","190","3.14149625","190","3.1426685","190","3.14098325","190","3.14161675","190","190"
"62","3.14131975","193","3.14134475","193","3.14154225","193","3.1412985","193","3.14148125","193","3.14179675","193","3.141372","193","3.141719","193","3.14153525","193","3.14129225","193","193"
"63","3.141886","188","3.14168225","188","3.14133075","188","3.1408605","188","3.14117","188","3.14147075","188","3.1409245","188","3.142357","188","3.14179025","188","3.142067","188","188"
"64","3.14241825","200","3.14131025","200","3.14197975","200","3.141426","200","3.14120475","200","3.141856","200","3.141705","200","3.14087925","200","3.14206075","200","3.14132225","200","200"
"65","3.14107875","198","3.14218875","198","3.140905","198","3.1417595","198","3.14174425","198","3.1420495","198","3.14146","198","3.14196875","198","3.1415885","198","3.14113175","198","198"
"66","3.1421755","192","3.141906","192","3.14081125","192","3.14124275","192","3.14243475","192","3.1422375","192","3.14141725","192","3.14218225","192","3.14200025","192","3.14133575","192","192"
"67","3.14217625","191","3.14098675","191","3.14156925","191","3.14158425","191","3.1422415","191","3.142272","191","3.14199775","191","3.141905","191","3.14150975","191","3.142053","191","191"
"68","3.14204625","191","3.14149425","191","3.14196175","191","3.140828","191","3.1418205","191","3.14109525","191","3.14165575","191","3.141825","191","3.1407585","191","3.14205025","191","191"
"69","3.14154225","195","3.14204625","195","3.14154725","195","3.1411645","195","3.141774","195","3.14102175","195","3.1415195","195","3.14293925","195","3.14162025","195","3.1418915","195","195"
"70","3.140791","198","3.14196325","198","3.141158","198","3.14112875","198","3.141786","198","3.1414735","198","3.141889","198","3.1418265","198","3.14153375","198","3.14177775","198","198"
"71","3.1412895","195","3.14168325","195","3.14129325","195","3.1416655","195","3.14186","195","3.14090625","195","3.14133125","195","3.14109","195","3.14227975","195","3.14145025","195","195"
"72","3.1421655","190","3.14158275","190","3.1415075","190","3.14120725","190","3.1421245","190","3.1409155","190","3.1420135","190","3.14138","190","3.1419575","190","3.1415375","190","190"
"73","3.141644","195","3.141251","195","3.14177375","195","3.141035","195","3.1410555","195","3.1415745","195","3.14181525","195","3.140932","195","3.140643","195","3.1414945","195","195"
"74","3.1412665","193","3.14125375","193","3.14128925","193","3.14145575","193","3.14194375","193","3.141818","193","3.141121","193","3.141716","193","3.14125875","193","3.14107725","193","193"
"75","3.14168225","197","3.14208075","197","3.14192175","197","3.141843","197","3.1416935","197","3.14175025","197","3.14214175","197","3.141451","197","3.14184575","197","3.14132275","197","197"
"76","3.14091575","197","3.142083","197","3.141463","197","3.14156275","197","3.14179725","197","3.141733","197","3.14157675","197","3.141866","197","3.14101225","197","3.14159625","197","197"
"77","3.14124925","192","3.14171675","192","3.1414535","192","3.14182425","192","3.1418505","192","3.14155375","192","3.1418535","192","3.1420365","192","3.14134225","192","3.1422815","192","192"
"78","3.14198","195","3.142205","195","3.1410675","195","3.14136475","195","3.1419765","195","3.14197725","195","3.14155425","195","3.14155125","195","3.14219875","195","3.141597","195","195"
"79","3.141146","195","3.1422845","195","3.14152625","195","3.14207575","195","3.14145975","195","3.14150375","195","3.1413175","195","3.141564","195","3.140854","195","3.14239975","195","195"
"80","3.14190525","194","3.14128425","194","3.141493","194","3.1420965","194","3.1408595","194","3.14101775","194","3.1414235","194","3.140625","194","3.14199","194","3.14154","194","194"
"81","3.141573","204","3.14132","204","3.14184875","204","3.14094775","204","3.14112675","204","3.141721","204","3.14156475","204","3.14159975","204","3.14148475","204","3.14162925","204","204"
"82","3.1412175","193","3.141789","193","3.14089175","193","3.1417755","193","3.14115425","193","3.14162225","193","3.1408465","193","3.14152825","193","3.141778","193","3.1418155","193","193"
"83","3.141221","191","3.141621","191","3.14155675","191","3.14184425","191","3.14233675","191","3.1416005","191","3.1420795","191","3.14157875","191","3.14140225","191","3.1422495","191","191"
"84","3.142133","200","3.141301","200","3.14146875","200","3.14180325","200","3.141619","200","3.14166025","200","3.141605","200","3.141481","200","3.14201925","200","3.14161225","200","200"
"85","3.14182925","190","3.14089325","190","3.14120525","190","3.140891","190","3.1417005","190","3.141292","190","3.1414885","190","3.1425365","190","3.14197225","190","3.14246325","190","191"
"86","3.14110225","196","3.1421455","196","3.14164325","196","3.1419315","196","3.14126825","196","3.14194825","196","3.14116625","196","3.14172175","196","3.1407865","196","3.14138475","196","196"
"87","3.1414585","186","3.1415325","186","3.1421205","186","3.1413715","186","3.1420315","186","3.14090825","186","3.14133525","186","3.14161","186","3.14202675","186","3.141907","186","198"
"88","3.1419255","196","3.141932","196","3.141544","196","3.1416765","196","3.141548","196","3.14182475","196","3.14150725","196","3.141447","196","3.1417805","196","3.14206025","196","196"
"89","3.1415275","193","3.1405615","193","3.141307","193","3.1421085","193","3.1424035","193","3.14136225","193","3.14177425","193","3.1413775","193","3.1420135","193","3.141792","193","193"
"90","3.14102725","192","3.141772","192","3.1415225","192","3.14151275","192","3.141126","192","3.14136575","192","3.1418475","192","3.14115725","192","3.14135625","192","3.141532","192","193"
"91","3.1414545","203","3.14196725","203","3.14186775","203","3.141968","203","3.141811","203","3.141516","203","3.14146525","203","3.141886","203","3.14131","203","3.141021","203","203"
"92","3.141492","201","3.1416255","201","3.141492","201","3.14141775","201","3.14147675","201","3.141074","201","3.141111","201","3.1416685","201","3.14201925","201","3.141578","201","201"
"93","3.14132525","202","3.14161025","202","3.14149525","202","3.1419255","202","3.1420515","202","3.1409175","202","3.141433","202","3.14133825","202","3.14116425","202","3.14168925","202","205"
"94","3.14162125","193","3.14115525","193","3.1423835","193","3.142054","193","3.14194325","193","3.1409205","193","3.14211425","193","3.14109875","193","3.14136525","193","3.14190675","193","194"
"95","3.1418235","194","3.14061675","194","3.1418785","194","3.141362","194","3.14159","194","3.1415705","194","3.14166075","194","3.14113425","194","3.14190725","194","3.141304","194","194"
"96","3.1423695","192","3.14138825","192","3.14120675","192","3.141579","192","3.14200425","192","3.14144225","192","3.14126775","192","3.141822","192","3.14203775","192","3.14267275","192","192"
"97","3.141972","196","3.1416055","196","3.14161375","196","3.14156525","196","3.14096275","196","3.14130425","196","3.14276975","196","3.14190175","196","3.1413005","196","3.140826","196","196"
"98","3.1420085","198","3.14170525","198","3.14123475","198","3.14117525","198","3.14189175","198","3.142594","198","3.14173975","198","3.141506","198","3.14131525","198","3.1417175","198","198"
"99","3.14110925","195","3.1413075","195","3.1419855","195","3.1416345","195","3.14123675","195","3.14154175","195","3.1409155","195","3.1416045","195","3.14130375","195","3.141796","195","195"
"100","3.1418065","166","3.14144175","166","3.14143325","166","3.141725","166","3.141454","166","3.14181775","166","3.14066225","166","3.1414775","166","3.1412895","166","3.141979","166","192"
