"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Total Runtime (ms)"
"31","3.142222","228","3.14185575","228","3.1411365","228","3.141079","228","3.14086475","228","3.14087325","228","3.14124325","228","3.14114825","228","3.14126275","228","3.14122425","228","3.1413945","228","3.14167875","228","228"
"32","3.1421355","229","3.1411975","229","3.14206075","229","3.1415045","229","3.14124025","229","3.14154675","229","3.14123075","229","3.1416915","229","3.14166725","229","3.1421055","229","3.141979","229","3.141266","229","229"
"33","3.141401","225","3.14112975","225","3.1413935","225","3.14149675","225","3.141971","225","3.14163","225","3.14135525","225","3.141171","225","3.14130875","225","3.14209875","225","3.14156225","225","3.14180125","225","228"
"34","3.14143075","237","3.141419","237","3.14137425","237","3.14061125","237","3.141827","237","3.14183625","237","3.1418845","237","3.141128","237","3.14214925","237","3.1426285","237","3.1415375","237","3.14175425","237","237"
"35","3.14199425","235","3.14197575","235","3.14154325","235","3.1415865","235","3.1418785","235","3.14120375","235","3.14226825","235","3.141962","235","3.1414905","235","3.14119525","235","3.141981","235","3.1416965","235","235"
"36","3.1416405","229","3.14179525","229","3.141442","229","3.14152275","229","3.14223175","229","3.140969","229","3.14162825","229","3.14162075","229","3.14167575","229","3.142275","229","3.14150475","229","3.14120575","229","229"
"37","3.141377","229","3.1409345","229","3.14148575","229","3.141124","229","3.1420435","229","3.141829","229","3.14113375","229","3.14171975","229","3.1414025","229","3.14195675","229","3.141703","229","3.14082675","229","230"
"38","3.14180775","232","3.14233575","232","3.1412","232","3.14147325","232","3.1414815","232","3.14238425","232","3.141563","232","3.14146575","232","3.14146775","232","3.1417365","232","3.141249","232","3.14231525","232","232"
"39","3.14146875","236","3.141876","236","3.1419915","236","3.14145675","236","3.141578","236","3.141975","236","3.14151","236","3.14224975","236","3.14141125","236","3.14123725","236","3.14175975","236","3.14210875","236","236"
"40","3.1414325","226","3.141932","226","3.1408965","226","3.1413995","226","3.14207175","226","3.141568","226","3.1415935","226","3.140639","226","3.14194975","226","3.14178375","226","3.14114475","226","3.141858","226","226"
"41","3.141826","229","3.141457","229","3.14205125","229","3.1416205","229","3.14148475","229","3.14236875","229","3.14153475","229","3.14166925","229","3.14186625","229","3.14178725","229","3.14240525","229","3.14141325","229","229"
"42","3.140872","226","3.141503","226","3.14175475","226","3.1416655","226","3.1418095","226","3.14123375","226","3.1412255","226","3.14184775","226","3.1404","226","3.1408925","226","3.1421125","226","3.14088025","226","226"
"43","3.14209325","236","3.14188225","236","3.1423585","236","3.14250575","236","3.140946","236","3.1417625","236","3.14173525","236","3.14185625","236","3.14187375","236","3.141387","236","3.141682","236","3.1415835","236","236"
"44","3.14218175","238","3.142255","238","3.1418585","238","3.14149225","238","3.14132575","238","3.141371","238","3.14150075","238","3.14151725","238","3.1424275","238","3.14118","238","3.1414405","238","3.141029","238","238"
"45","3.1429005","187","3.141527","187","3.14157725","187","3.14201675","187","3.14130475","187","3.141234","187","3.1416045","187","3.140513","187","3.1418915","187","3.14115175","187","3.141938","187","3.14172875","187","232"
"46","3.14126925","229","3.14114925","229","3.141859","229","3.1424355","229","3.14149925","229","3.1410005","229","3.141641","229","3.1424115","229","3.14153125","229","3.14232225","229","3.14203825","229","3.142012","229","229"
"47","3.14183075","230","3.1414645","230","3.141307","230","3.14159175","230","3.141235","230","3.14156175","230","3.14107075","230","3.1421905","230","3.141458","230","3.14144575","230","3.14186275","230","3.1419815","230","230"
"48","3.141127","232","3.14130725","232","3.14172","232","3.14176775","232","3.1428595","232","3.142119","232","3.14207125","232","3.14127325","232","3.14166525","232","3.142369","232","3.14127775","232","3.141174","232","232"
"49","3.14163","232","3.14262675","232","3.14082475","232","3.14157175","232","3.14129925","232","3.140816","232","3.141645","232","3.1414605","232","3.14202275","232","3.1423915","232","3.14179575","232","3.14170525","232","232"
"50","3.14189075","230","3.1416375","230","3.14240275","230","3.14197575","230","3.1418675","230","3.14156175","230","3.14158625","230","3.1417145","230","3.1416335","230","3.1417205","230","3.14140375","230","3.1420295","230","230"
"51","3.14217825","224","3.1417475","224","3.14162925","224","3.14110575","224","3.14229975","224","3.14096575","224","3.141612","224","3.14137575","224","3.141554","224","3.14139775","224","3.141599","224","3.14101575","224","229"
"52","3.141965","235","3.14124175","235","3.14143975","235","3.14192375","235","3.14113075","235","3.1411605","235","3.141922","235","3.1419185","235","3.1417985","235","3.141361","235","3.1409855","235","3.142233","235","235"
"53","3.14186325","226","3.14151125","226","3.14181225","226","3.141448","226","3.1413065","226","3.1415275","226","3.141815","226","3.14205125","226","3.14153","226","3.140792","226","3.141809","226","3.14171975","226","226"
"54","3.1415205","238","3.1408075","238","3.141753","238","3.1410275","238","3.14176425","238","3.1416075","238","3.14149375","238","3.14172375","238","3.1421975","238","3.140784","238","3.14116125","238","3.14088575","238","238"
"55","3.14147525","229","3.14176075","229","3.14100925","229","3.14141325","229","3.140667","229","3.1407015","229","3.140836","229","3.142185","229","3.14190675","229","3.14203775","229","3.1404285","229","3.141882","229","229"
"56","3.1411085","228","3.14154675","228","3.14161575","228","3.14168575","228","3.1409335","228","3.1421385","228","3.14210325","228","3.1412835","228","3.141878","228","3.141315","228","3.14141575","228","3.142057","228","228"
"57","3.1413265","235","3.1410845","235","3.1414545","235","3.141814","235","3.1413165","235","3.141485","235","3.14195475","235","3.14161775","235","3.1410965","235","3.14253175","235","3.14159175","235","3.14219925","235","235"
"58","3.1417355","236","3.141137","236","3.14266175","236","3.14159225","236","3.1411685","236","3.1414325","236","3.1420315","236","3.1418","236","3.14180375","236","3.141426","236","3.14112375","236","3.1416765","236","237"
"59","3.14182375","230","3.141085","230","3.14186375","230","3.1425645","230","3.14197475","230","3.14177525","230","3.141608","230","3.1417615","230","3.14152025","230","3.14198075","230","3.1412655","230","3.14205675","230","230"
"60","3.14185925","232","3.1416195","232","3.14154825","232","3.1413725","232","3.14151975","232","3.140941","232","3.1419285","232","3.1422655","232","3.14158225","232","3.14209225","232","3.14169025","232","3.140696","232","233"
"61","3.14192875","235","3.14131375","235","3.14218975","235","3.1416455","235","3.1416695","235","3.141256","235","3.142275","235","3.14151125","235","3.14097125","235","3.1416505","235","3.1414475","235","3.14189475","235","235"
"62","3.141767","234","3.141987","234","3.14166375","234","3.14213575","234","3.14143875","234","3.141698","234","3.14099825","234","3.14190975","234","3.141909","234","3.14094675","234","3.141839","234","3.1414825","234","235"
"63","3.14157225","236","3.1415835","236","3.14160625","236","3.142276","236","3.141079","236","3.14140925","236","3.14071825","236","3.14204625","236","3.1417045","236","3.141139","236","3.14115875","236","3.14117625","236","237"
"64","3.14151425","235","3.142092","235","3.14162375","235","3.141067","235","3.140951","235","3.142311","235","3.14077825","235","3.141626","235","3.14151775","235","3.141975","235","3.14157125","235","3.1410005","235","236"
"65","3.1416505","226","3.141253","226","3.14111625","226","3.14206625","226","3.14106725","226","3.14157475","226","3.141555","226","3.141896","226","3.141749","226","3.14157425","226","3.14237375","226","3.14102675","226","226"
"66","3.1418905","229","3.14084025","229","3.1416785","229","3.14167475","229","3.1408945","229","3.14178875","229","3.14190775","229","3.14133","229","3.141628","229","3.141936","229","3.1419095","229","3.141494","229","229"
"67","3.14141875","228","3.1417975","228","3.14159675","228","3.141871","228","3.14131","228","3.141546","228","3.14176975","228","3.14161525","228","3.14149925","228","3.14181525","228","3.1416185","228","3.1419475","228","228"
"68","3.142724","235","3.1413705","235","3.14160175","235","3.14135075","235","3.14202675","235","3.1414375","235","3.141466","235","3.14113275","235","3.1420125","235","3.141257","235","3.14118725","235","3.142079","235","235"
"69","3.1422495","233","3.14192175","233","3.141998","233","3.141319","233","3.1415445","233","3.14070325","233","3.14094725","233","3.141585","233","3.14120875","233","3.14167125","233","3.1419375","233","3.14230975","233","233"
"70","3.14189925","233","3.1411955","233","3.14149175","233","3.1424185","233","3.14109675","233","3.14155275","233","3.141095","233","3.141639","233","3.142014","233","3.1417315","233","3.141419","233","3.14208525","233","233"
"71","3.1407355","238","3.141423","238","3.14142275","238","3.1417105","238","3.1413835","238","3.141176","238","3.1419415","238","3.14145275","238","3.14180325","238","3.14198","238","3.14245575","238","3.1414515","238","238"
"72","3.141846","230","3.14156975","230","3.1419395","230","3.1418655","230","3.14153175","230","3.1418425","230","3.141731","230","3.141101","230","3.14175625","230","3.14135475","230","3.14176725","230","3.1411945","230","233"
"73","3.141426","239","3.14119975","239","3.14133325","239","3.1414255","239","3.14129375","239","3.14199925","239","3.14076075","239","3.14154425","239","3.1413645","239","3.141247","239","3.141581","239","3.14168","239","240"
"74","3.141109","229","3.14177725","229","3.14086425","229","3.142381","229","3.14136575","229","3.141812","229","3.141957","229","3.14159575","229","3.14153725","229","3.1418445","229","3.140575","229","3.141486","229","229"
"75","3.141067","226","3.14126875","226","3.14167375","226","3.14189175","226","3.14213925","226","3.14164675","226","3.14207875","226","3.14142525","226","3.1417175","226","3.14163525","226","3.141733","226","3.1420465","226","226"
"76","3.1412795","232","3.14198225","232","3.14103975","232","3.14152975","232","3.14173425","232","3.14143525","232","3.14212225","232","3.141794","232","3.14212","232","3.14142675","232","3.14181","232","3.14226825","232","232"
"77","3.141902","237","3.14201075","237","3.142011","237","3.1426285","237","3.141272","237","3.14147775","237","3.1413765","237","3.14127425","237","3.14145225","237","3.14212225","237","3.1416425","237","3.140894","237","237"
"78","3.14238425","219","3.14125725","219","3.14133175","219","3.142096","219","3.14134375","219","3.14236675","219","3.14181425","219","3.1420415","219","3.14099475","219","3.14219325","219","3.14117875","219","3.1406795","219","231"
"79","3.14216125","228","3.14090425","228","3.14165975","228","3.1421945","228","3.141195","228","3.14062725","228","3.1416945","228","3.14118275","228","3.1421165","228","3.14094275","228","3.14209225","228","3.141591","228","228"
"80","3.14150525","241","3.141118","241","3.14158675","241","3.1414125","241","3.14095325","241","3.14199175","241","3.1415715","241","3.14153025","241","3.141977","241","3.14202675","241","3.14155875","241","3.14190975","241","241"
"81","3.14054725","231","3.141505","231","3.1412435","231","3.1412075","231","3.14231","231","3.1414165","231","3.141894","231","3.14133025","231","3.1412565","231","3.1411165","231","3.1415275","231","3.14153325","231","232"
"82","3.14140925","234","3.141337","234","3.14149725","234","3.141242","234","3.14110225","234","3.14183175","234","3.14210175","234","3.14156525","234","3.14151375","234","3.1418995","234","3.14176175","234","3.141363","234","234"
"83","3.1417005","228","3.14143925","228","3.14098775","228","3.14156","228","3.14161525","228","3.1418615","228","3.14165675","228","3.1408675","228","3.141155","228","3.142361","228","3.142003","228","3.14149925","228","229"
"84","3.1416255","228","3.1413655","228","3.14175025","228","3.14141375","228","3.141394","228","3.1417715","228","3.14236875","228","3.1412165","228","3.1406995","228","3.1407095","228","3.14211675","228","3.1420405","228","228"
"85","3.14172775","232","3.14189675","232","3.1414055","232","3.141241","232","3.14165725","232","3.14166625","232","3.1415775","232","3.14130975","232","3.14091225","232","3.1419435","232","3.1417045","232","3.14111725","232","233"
"86","3.14194825","236","3.1417015","236","3.141394","236","3.14155275","236","3.14222975","236","3.142423","236","3.142083","236","3.14146875","236","3.14160925","236","3.14194275","236","3.14154225","236","3.14126225","236","236"
"87","3.14130125","233","3.1418145","233","3.141835","233","3.14179275","233","3.14177925","233","3.14121525","233","3.1416075","233","3.14149575","233","3.14190875","233","3.141359","233","3.1413735","233","3.14132925","233","233"
"88","3.142224","225","3.1407585","225","3.141506","225","3.142017","225","3.141426","225","3.141413","225","3.14216875","225","3.14156575","225","3.14156625","225","3.141904","225","3.1414915","225","3.14150525","225","225"
"89","3.14138775","221","3.1412145","221","3.14212775","221","3.141747","221","3.14149225","221","3.14161075","221","3.141761","221","3.1418045","221","3.14285175","221","3.14184575","221","3.14126475","221","3.1407705","221","231"
"90","3.14103175","232","3.141688","232","3.14149725","232","3.14124175","232","3.14212175","232","3.14177325","232","3.14154525","232","3.14197775","232","3.141629","232","3.14136875","232","3.142034","232","3.141767","232","232"
"91","3.14188975","238","3.141803","238","3.14233225","238","3.14170175","238","3.1416385","238","3.1415565","238","3.1412205","238","3.1411405","238","3.1417405","238","3.14156675","238","3.14145925","238","3.1415135","238","238"
"92","3.1421135","232","3.14173225","232","3.14216125","232","3.14161075","232","3.14129875","232","3.14145875","232","3.1408805","232","3.14123025","232","3.14164725","232","3.14055875","232","3.1411345","232","3.141222","232","232"
"93","3.141873","225","3.14186275","225","3.14149925","225","3.1414375","225","3.141757","225","3.14125475","225","3.141676","225","3.1419385","225","3.14125975","225","3.14193775","225","3.1418115","225","3.1415045","225","225"
"94","3.14283975","233","3.14169525","233","3.14102575","233","3.14224975","233","3.14149575","233","3.14107325","233","3.14174725","233","3.1417655","233","3.141912","233","3.141428","233","3.14177125","233","3.1413195","233","233"
"95","3.14222925","224","3.141238","224","3.14125925","224","3.140937","224","3.14132925","224","3.141143","224","3.1420065","224","3.14061825","224","3.14146125","224","3.14201075","224","3.14163925","224","3.14148725","224","226"
"96","3.1412095","239","3.14170225","239","3.141489","239","3.14142525","239","3.14152525","239","3.14148225","239","3.1412685","239","3.1411685","239","3.14104725","239","3.1417775","239","3.14126","239","3.141839","239","239"
"97","3.14194925","229","3.1419535","229","3.1422445","229","3.14065375","229","3.1420605","229","3.14082375","229","3.1421965","229","3.14222575","229","3.1414875","229","3.14148775","229","3.14178175","229","3.14161075","229","229"
"98","3.1415615","234","3.1418485","234","3.14099275","234","3.14234175","234","3.14145675","234","3.141372","234","3.14165","234","3.1412955","234","3.14161325","234","3.14157925","234","3.1414615","234","3.14145425","234","234"
"99","3.1404735","232","3.14078275","232","3.141294","232","3.141556","232","3.1410805","232","3.142021","232","3.141263","232","3.14155825","232","3.14212075","232","3.14116825","232","3.14139025","232","3.1419255","232","232"
"100","3.14141175","227","3.14104","227","3.1422095","227","3.1414775","227","3.1420965","227","3.141253","227","3.1413415","227","3.14139025","227","3.14136675","227","3.1420595","227","3.1419355","227","3.141289","227","229"
