"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Average Result","Average Runtime (ms)","Total Runtime (ms)"
"17","3.14146925","228","3.14160875","232","3.14159925","228","3.14163475","228","3.141869","231","3.14152475","227","3.14206275","231","3.141537","235","3.14154275","227","3.14134425","227","3.141815","229","3.14220375","228","3.141684270833333","229","236"
"18","3.14133275","224","3.1404995","236","3.14144975","214","3.14165025","224","3.14145825","224","3.14199275","224","3.141934","224","3.1418135","224","3.14146825","224","3.1414865","235","3.1418585","235","3.14142925","224","3.1415311041666665","226","236"
"19","3.1421495","228","3.141805","228","3.14142525","230","3.1412805","229","3.142088","228","3.14147175","228","3.14233","227","3.14147625","228","3.14125025","227","3.14135825","228","3.1413095","228","3.14157475","229","3.141626583333334","228","230"
"20","3.14134625","231","3.14161125","262","3.14110525","241","3.1424415","252","3.14172025","262","3.14177975","252","3.14177125","246","3.14120425","233","3.14187075","237","3.14159875","263","3.14129625","263","3.14195375","255","3.141641604166667","249","263"
"21","3.14247825","234","3.14154825","239","3.14135","234","3.1416795","236","3.14165875","229","3.14194625","235","3.140927","239","3.14187175","236","3.14140775","232","3.14114125","232","3.14116975","234","3.14146875","199","3.1415539375","231","239"
"22","3.14067925","221","3.1411095","223","3.141662","226","3.14165075","222","3.141074","233","3.14151025","229","3.14179675","229","3.141799","223","3.14156675","224","3.140903","226","3.1421185","228","3.14195075","227","3.1414850416666664","225","233"
"23","3.1420495","237","3.1411335","242","3.141441","236","3.14193625","236","3.142524","237","3.14130375","247","3.1411705","236","3.141537","241","3.141122","236","3.141688","236","3.14157575","240","3.1416935","237","3.1415978958333333","238","247"
"24","3.14129275","247","3.14235625","231","3.142016","249","3.141764","230","3.142164","228","3.141935","236","3.14168975","236","3.1412255","249","3.14066925","230","3.142246","249","3.1426135","232","3.14147","230","3.141786833333334","237","249"
"25","3.141069","229","3.141393","228","3.14211475","233","3.14276","229","3.141974","229","3.14098225","230","3.14221675","228","3.14201075","230","3.14136575","232","3.14154225","236","3.1410185","228","3.141117","235","3.141630333333333","230","237"
"26","3.141579","118","3.1413335","236","3.14169475","236","3.1417265","235","3.14187","224","3.14216175","236","3.1417085","234","3.14145025","227","3.1416895","232","3.14194275","231","3.14121525","232","3.140828","239","3.1415999791666667","223","239"
"27","3.141504","237","3.14159","236","3.14209025","238","3.14136825","216","3.14141975","238","3.140578","237","3.142352","223","3.14157125","239","3.14125425","231","3.141805","237","3.14119175","228","3.142403","231","3.1415939583333334","232","239"
"28","3.1411865","222","3.1414805","235","3.1409865","219","3.1409015","235","3.141792","236","3.141838","236","3.1423865","216","3.141472","221","3.14204225","218","3.14161","237","3.1411115","218","3.14122875","235","3.141503","227","237"
"29","3.14116425","231","3.14170925","229","3.1416645","236","3.14216175","235","3.1419265","240","3.141925","228","3.1420965","237","3.14123875","233","3.14133525","235","3.14156725","236","3.14203825","236","3.141888","238","3.1417262708333333","234","240"
"30","3.14145125","238","3.14110925","230","3.1403275","239","3.1417015","232","3.14204075","232","3.1411365","240","3.1420105","232","3.1420865","243","3.141837","238","3.142033","232","3.14151625","230","3.140968","232","3.141518166666667","234","243"
"31","3.1411805","192","3.14207275","227","3.140882","222","3.14114125","230","3.14094375","222","3.14146575","221","3.1414165","225","3.14162275","236","3.142051","218","3.14169075","218","3.1412305","221","3.141335","228","3.141419375","221","237"
"32","3.1414765","239","3.141592","239","3.140547","238","3.14158175","240","3.14116425","253","3.141658","239","3.14121175","238","3.141067","239","3.1420445","239","3.141123","239","3.141659","238","3.1420355","253","3.141430020833333","241","253"
"33","3.14156925","220","3.141424","224","3.1420995","224","3.14258375","228","3.141273","229","3.14213675","229","3.141093","231","3.14243525","230","3.1413135","227","3.14091575","225","3.14195525","225","3.141391","228","3.1416825000000004","226","231"
"34","3.141912","231","3.1417845","229","3.14176225","234","3.1416705","238","3.14140525","213","3.141793","233","3.14191425","236","3.14215925","238","3.142357","226","3.141455","213","3.1412385","233","3.1413905","238","3.141736833333333","230","238"
"35","3.1417055","236","3.1419015","233","3.14145075","208","3.1417935","232","3.14128725","232","3.14223625","234","3.14205425","222","3.14097625","233","3.14127175","233","3.14134875","236","3.14216275","233","3.14132725","215","3.1416263125","228","236"
"36","3.140867","229","3.14223225","229","3.1413675","229","3.140997","229","3.14183475","229","3.14192325","229","3.1416965","231","3.141254","229","3.14175125","229","3.14243275","228","3.14143675","229","3.14246625","228","3.141688270833333","229","231"
"37","3.14160025","227","3.14168375","214","3.142708","222","3.1414855","237","3.1415375","238","3.141432","234","3.14160025","236","3.14143975","221","3.1417795","220","3.14079775","218","3.141428","235","3.141817","223","3.141609104166667","227","238"
"38","3.1415085","230","3.141957","240","3.14216925","229","3.14217825","230","3.14222675","229","3.14195925","240","3.14194225","241","3.14216975","238","3.14094425","230","3.14065325","235","3.141544","237","3.14139075","236","3.1417202708333334","234","241"
"39","3.142213","230","3.1420955","223","3.14175575","225","3.141025","228","3.14126075","231","3.141859","223","3.14117125","225","3.14137275","228","3.141339","228","3.1414005","224","3.1419465","231","3.14098675","229","3.1415354791666665","227","231"
"40","3.1415125","226","3.14096925","235","3.14206825","231","3.142222","243","3.14163525","230","3.14157925","234","3.141612","226","3.1419905","227","3.14141825","230","3.14206075","230","3.1415035","226","3.14220975","243","3.141731770833333","231","243"
"41","3.141953","230","3.14162525","230","3.141647","230","3.14243675","228","3.14215925","226","3.14135875","230","3.141123","232","3.1413655","230","3.14163875","233","3.142482","228","3.14144925","232","3.1410345","228","3.1416894166666665","229","233"
"42","3.1416785","237","3.1410905","234","3.1418545","234","3.141111","228","3.1409445","223","3.14171025","228","3.14153275","233","3.14175625","229","3.14144225","234","3.141574","233","3.14124375","228","3.14191075","231","3.1414874166666666","231","240"
"43","3.14162525","146","3.14180975","201","3.14202675","207","3.1411685","226","3.1416425","233","3.1414725","235","3.14163025","228","3.14111875","233","3.14160875","236","3.1413535","162","3.14139","160","3.14157575","161","3.1415351875","202","237"
"44","3.14123975","234","3.14154025","222","3.142075","234","3.14089925","234","3.14168575","235","3.141614","242","3.14165475","247","3.141816","240","3.1416365","244","3.1413485","240","3.14199275","244","3.1408135","246","3.141526333333333","238","248"
"45","3.14098825","250","3.14201275","250","3.1408225","249","3.141167","249","3.141866","250","3.1417875","249","3.14149225","250","3.14118","249","3.14147","250","3.14073675","249","3.1423605","250","3.14217925","250","3.141505229166666","249","250"
"46","3.14213025","233","3.142008","239","3.14181725","235","3.141138","234","3.1413715","240","3.1420405","238","3.1416425","235","3.141701","234","3.1415875","234","3.142306","237","3.14196425","240","3.142327","235","3.141836145833334","236","240"
"47","3.1412115","225","3.14145775","229","3.1407915","219","3.142087","225","3.14166525","227","3.1411885","225","3.1416985","226","3.14198175","227","3.141812","229","3.1416735","226","3.14181575","226","3.14155025","227","3.1415777708333334","225","229"
"48","3.14151","112","3.14134925","228","3.14125375","228","3.1415675","223","3.141489","211","3.141831","205","3.14123575","207","3.142315","200","3.1415335","206","3.141564","210","3.141099","209","3.14139425","203","3.141511833333333","203","237"
"49","3.1407115","224","3.14174925","227","3.141946","224","3.1405335","224","3.14147375","230","3.1416745","229","3.1415905","226","3.14143025","230","3.1417805","224","3.14162675","230","3.1411825","226","3.14177175","225","3.141455895833333","226","230"
"50","3.1419275","231","3.14128375","237","3.1414875","216","3.141434","233","3.14144025","233","3.14167725","233","3.14110775","227","3.14179825","232","3.14192075","232","3.1410845","217","3.14244175","233","3.141305","241","3.141575687500001","230","242"
"51","3.141606","232","3.141056","212","3.14074475","239","3.141373","233","3.14127725","212","3.14153","238","3.1420495","237","3.14169325","233","3.1412355","236","3.1419245","225","3.141751","226","3.1415015","233","3.141478520833333","229","239"
"52","3.141088","229","3.14145175","234","3.14179625","224","3.14172125","229","3.1414385","224","3.141879","225","3.14176075","234","3.141132","235","3.14213775","225","3.14229425","230","3.1417865","229","3.14147925","229","3.141663770833333","228","236"
"53","3.140939","228","3.14148325","232","3.14102125","228","3.141787","228","3.14222225","231","3.141304","227","3.142089","229","3.1424175","228","3.14218925","227","3.141684","228","3.1420495","228","3.14107075","228","3.1416880625","228","233"
"54","3.14171675","222","3.14115025","240","3.141679","222","3.1424075","234","3.14109175","240","3.14146025","226","3.141565","226","3.14208775","224","3.141211","237","3.14178075","239","3.140447","241","3.14113775","239","3.141477895833333","232","241"
"55","3.14100225","227","3.141735","235","3.14178775","235","3.1414765","240","3.14170925","235","3.14169975","227","3.1415515","227","3.14152975","229","3.14190325","227","3.14165225","238","3.14155175","227","3.141993","227","3.1416326666666663","231","240"
"56","3.1415835","226","3.141902","226","3.141448","226","3.14177025","237","3.1416305","232","3.14121575","227","3.14164125","225","3.14157425","230","3.141371","232","3.141726","231","3.142311","232","3.141926","233","3.141674958333333","229","238"
"57","3.1418835","235","3.1424775","235","3.141051","240","3.14164875","235","3.14132875","235","3.14164325","235","3.141281","235","3.14154475","235","3.14209575","235","3.14126625","240","3.142107","235","3.141296","235","3.1416352916666668","235","240"
"58","3.141564","230","3.1411615","234","3.14111925","238","3.1413465","238","3.14199075","237","3.141575","233","3.14133625","233","3.14156325","233","3.14165225","233","3.14214775","235","3.1411105","233","3.1408785","232","3.1414537916666667","234","238"
"59","3.14152275","232","3.142249","211","3.14183975","208","3.141332","231","3.1418065","231","3.141958","231","3.14139775","244","3.1414185","244","3.14207075","231","3.141324","243","3.14154125","241","3.1417385","236","3.1416832291666665","231","244"
"60","3.141794","224","3.14175125","230","3.14177975","228","3.14099175","229","3.14153125","223","3.14181225","227","3.14208175","227","3.141505","230","3.14103175","226","3.1419105","231","3.1414475","228","3.141624","231","3.1416050624999996","227","232"
"61","3.14187925","237","3.1416035","237","3.14162575","241","3.140934","239","3.14185025","238","3.14126425","244","3.14153275","237","3.14201175","234","3.14138175","239","3.14138725","237","3.14170225","241","3.1419295","240","3.1415918541666663","238","244"
"62","3.141411","220","3.14190125","240","3.1419885","223","3.1416775","239","3.14244075","239","3.142123","228","3.14055875","240","3.1416215","238","3.1410555","222","3.14247275","218","3.141177","228","3.1412735","238","3.14164175","231","240"
"63","3.1414435","228","3.14087825","232","3.14203325","236","3.14137375","233","3.142473","233","3.1413215","235","3.141122","234","3.141452","229","3.141752","229","3.1415195","233","3.141399","234","3.141894","230","3.1415551458333333","232","236"
"64","3.141943","231","3.141263","231","3.14188425","231","3.1415195","231","3.1415795","223","3.14103675","230","3.141495","231","3.14119725","231","3.141251","231","3.1415845","224","3.14132275","234","3.14142175","230","3.1414581875","229","235"
"65","3.141648","167","3.1413395","214","3.14149","246","3.142027","245","3.14211125","243","3.14246375","244","3.1411795","229","3.14220975","225","3.1416315","225","3.14089275","224","3.14230625","225","3.14163625","227","3.1417446249999994","226","248"
"66","3.14229775","249","3.1419405","246","3.1413065","248","3.14176875","256","3.1419535","249","3.1413985","249","3.142007","232","3.1418065","249","3.1419325","252","3.1412365","251","3.1415765","253","3.141378","247","3.1417168750000006","248","256"
"67","3.1417605","238","3.14172825","238","3.14076475","238","3.14138675","238","3.1422405","238","3.142092","239","3.14248875","238","3.14146675","235","3.14113175","236","3.14172275","238","3.1416735","236","3.1412355","234","3.1416409791666666","237","239"
"68","3.1421615","233","3.14187725","233","3.14143125","233","3.1417","233","3.141378","233","3.1420155","233","3.1407495","233","3.14197575","233","3.14190075","233","3.14029625","233","3.1419705","233","3.1408015","233","3.141521479166667","233","233"
"69","3.1418885","241","3.141372","229","3.14152725","225","3.1410165","232","3.1414165","232","3.14138675","239","3.14086625","232","3.141701","236","3.14188825","232","3.14087825","239","3.1414705","236","3.14173575","232","3.141428958333334","233","241"
"70","3.141668","262","3.14080025","267","3.14152125","266","3.14230425","264","3.141214","268","3.1404945","270","3.141381","266","3.141092","261","3.14216825","266","3.14162075","260","3.1411675","246","3.141407","261","3.141403229166667","263","270"
"71","3.1419775","123","3.1421055","231","3.142263","229","3.14143775","230","3.14175675","230","3.14173675","237","3.141947","230","3.141158","233","3.1414885","168","3.1422165","166","3.14093475","165","3.14175275","168","3.1417312291666666","200","237"
"72","3.14178925","231","3.141069","228","3.1419285","230","3.14160125","228","3.1422885","228","3.14126175","231","3.1418445","229","3.14104125","230","3.1417665","235","3.141248","228","3.14214","223","3.141691","229","3.1416391250000006","229","235"
"73","3.14142825","238","3.14175575","237","3.1413075","243","3.14194275","242","3.14137825","237","3.141849","242","3.14183","228","3.1414405","237","3.14175975","238","3.14179525","227","3.1416505","237","3.1418645","228","3.1416668333333324","236","243"
"74","3.141498","226","3.141623","226","3.14106375","229","3.14107125","226","3.1411815","227","3.141819","226","3.14186225","226","3.14107575","226","3.141387","232","3.14224825","226","3.141987","226","3.1415065","226","3.1415269374999997","226","232"
"75","3.14189125","229","3.1418805","229","3.141136","229","3.14171025","229","3.141593","229","3.14157225","229","3.142413","228","3.1418685","229","3.142287","228","3.14138375","228","3.14179375","229","3.1418485","228","3.1417814791666667","228","229"
"76","3.141333","164","3.14184125","234","3.14179075","230","3.1410435","237","3.1417895","239","3.14117475","230","3.1417395","230","3.14183275","229","3.14103875","234","3.14212075","230","3.14212675","236","3.141281","237","3.1415926874999998","227","239"
"77","3.14128725","233","3.14146325","235","3.141481","236","3.14118225","236","3.14074775","243","3.14128175","241","3.141821","241","3.14142625","233","3.14167475","241","3.1417915","236","3.14147675","236","3.1420105","243","3.141470333333333","237","243"
"78","3.14219275","237","3.14199225","237","3.1418755","232","3.1417585","239","3.141556","235","3.14149425","239","3.14106425","237","3.14213575","237","3.14217925","237","3.141487","237","3.14109275","238","3.1413055","228","3.1416778125000007","236","239"
"79","3.14142875","233","3.14155925","235","3.14072525","233","3.1416945","233","3.14165125","233","3.141288","233","3.14136525","235","3.14139625","238","3.141222","233","3.14096325","233","3.141533","233","3.14186675","235","3.1413911249999997","233","238"
"80","3.1408775","237","3.14133425","221","3.14137325","238","3.14212225","239","3.14198275","233","3.1412735","234","3.141652","234","3.14159975","235","3.141019","222","3.141994","235","3.14134175","225","3.1415535","236","3.1415102916666666","232","239"
"81","3.14128175","232","3.142576","235","3.14139025","230","3.14113925","230","3.14178225","230","3.1405905","232","3.1419565","230","3.14170825","230","3.141425","230","3.1414995","234","3.141195","232","3.142308","230","3.1415710208333336","231","235"
"82","3.14205925","238","3.1417765","237","3.141292","239","3.14134975","237","3.14130425","241","3.1413295","241","3.14183","238","3.14181675","237","3.14088325","237","3.14123075","241","3.141313","237","3.141923","238","3.141508999999999","238","242"
"83","3.14159975","228","3.14264875","227","3.14080225","229","3.142063","229","3.14168275","229","3.142577","228","3.142358","238","3.142061","228","3.141118","232","3.1418995","229","3.140937","231","3.140414","232","3.1416800833333336","230","238"
"84","3.141571","235","3.14093575","241","3.1408155","236","3.1416815","236","3.1418485","234","3.141357","234","3.14114625","234","3.1419895","234","3.14111425","235","3.1412745","235","3.141696","235","3.14178175","234","3.1414342916666667","235","241"
"85","3.14211625","228","3.14107475","228","3.142621","226","3.14138825","228","3.14057325","227","3.14155275","228","3.14165275","226","3.14146025","227","3.141775","226","3.14170975","227","3.14139475","232","3.1418365","226","3.141596270833334","227","232"
"86","3.14146","242","3.1416955","258","3.14152175","219","3.14152925","258","3.141686","258","3.140754","251","3.1413115","243","3.140804","255","3.14180175","258","3.1414625","242","3.14164175","241","3.1412355","238","3.141408625","246","259"
"87","3.14092825","212","3.141425","231","3.14129425","231","3.1411615","221","3.141092","224","3.141888","230","3.14123325","230","3.141231","224","3.14143825","198","3.14155325","226","3.141381","231","3.14138675","232","3.141334375","224","236"
"88","3.14188975","205","3.141968","237","3.14163375","232","3.14175125","235","3.1415715","233","3.141866","231","3.14148875","232","3.14151975","234","3.1412215","232","3.14197875","234","3.142333","236","3.140989","235","3.1416842499999995","231","237"
"89","3.14160425","244","3.141428","231","3.1412725","234","3.141929","246","3.14091925","246","3.14183175","246","3.14136075","244","3.141302","231","3.1413955","247","3.1416055","232","3.1415915","244","3.1409755","231","3.1414346250000005","239","247"
"90","3.14201425","230","3.1416065","235","3.142241","230","3.14126025","232","3.1414215","231","3.14122625","233","3.14175175","233","3.14202225","231","3.14124","231","3.140623","233","3.1419425","232","3.1410515","234","3.1415333958333336","232","235"
"91","3.14182325","228","3.14108175","225","3.1422925","236","3.1421845","234","3.14188725","244","3.142381","222","3.141464","236","3.141115","236","3.14214125","237","3.14160225","231","3.14195125","241","3.14153025","244","3.1417878541666666","234","244"
"92","3.1412085","235","3.1418475","235","3.14141325","220","3.1414305","235","3.1417215","233","3.14124325","220","3.14196175","220","3.14127875","212","3.1417985","217","3.14128825","234","3.14168725","217","3.14091475","217","3.1414828124999996","224","235"
"93","3.1419185","207","3.141716","201","3.14155","234","3.14188275","234","3.14147925","242","3.14089075","234","3.14115125","236","3.1421885","242","3.14123225","235","3.1414385","237","3.1415215","236","3.14133625","238","3.1415254583333336","231","242"
"94","3.1416125","237","3.141857","230","3.1402705","227","3.1413165","231","3.1422935","242","3.141609","238","3.14216925","237","3.1412395","223","3.14197475","242","3.1417235","209","3.14207725","223","3.142123","227","3.1416888541666665","230","242"
"95","3.14153575","239","3.14172225","240","3.1418295","251","3.1410615","240","3.1407565","250","3.141628","240","3.1421065","250","3.14152","252","3.14165225","252","3.14258075","240","3.14180975","240","3.1419515","239","3.1416795208333332","244","252"
"96","3.14181875","225","3.14095575","232","3.14181275","229","3.14096875","226","3.14178525","225","3.14174875","224","3.141741","228","3.141557","225","3.1420715","225","3.1418875","217","3.14138975","224","3.14064325","226","3.141531666666667","225","232"
"97","3.142125","231","3.140878","222","3.1415855","222","3.14086825","218","3.141628","220","3.14159025","230","3.141623","227","3.14096175","231","3.14201125","228","3.14161425","218","3.1420535","219","3.1412025","213","3.141511770833333","223","231"
"98","3.14199725","222","3.1420135","230","3.14126325","230","3.1420055","224","3.141474","234","3.14128625","232","3.14101525","229","3.14173475","222","3.14166375","229","3.141904","231","3.1421765","228","3.1417275","231","3.1416884583333338","228","234"
"99","3.14162225","250","3.14230375","234","3.14120975","235","3.14103525","240","3.14210125","251","3.1415485","241","3.14173325","239","3.14149475","239","3.1410665","240","3.14141225","240","3.1411925","250","3.14214325","251","3.1415719375","242","252"
"100","3.141904","229","3.14188475","229","3.141773","230","3.141718","230","3.142046","230","3.141232","232","3.1415325","231","3.141677","235","3.140622","233","3.141506","229","3.14199475","232","3.14155625","231","3.1416205208333334","230","235"
"Averages","3.141612012500001","223","3.1416080449999995","231","3.1415389850000004","231","3.141581825000001","233","3.1416299049999994","233","3.1415999549999993","233","3.1416520875","232","3.14158405","232","3.141590107499999","231","3.1415849875","231","3.141602715000001","231","3.1415643475000015","231","3.141595751875","231","240"
