"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Job[14] Result","Job[14] Runtime (ms)","Average Result","Average Runtime (ms)","Total Runtime (ms)"
"11","3.1411315","271","3.1409275","262","3.141472","271","3.1423345","269","3.14258675","271","3.1419665","266","3.14187075","264","3.141607","263","3.1422185","271","3.1416825","271","3.14082375","271","3.14171375","271","3.14177275","271","3.141171","271","3.141662767857143","268","271"
"12","3.141524","264","3.14185625","268","3.142051","264","3.141464","264","3.1408115","264","3.14153725","264","3.14171175","266","3.141651","264","3.141322","264","3.14190725","264","3.1420655","264","3.141712","264","3.14147975","264","3.14217425","264","3.141661964285714","264","268"
"13","3.141593","258","3.141783","274","3.1419115","261","3.141944","263","3.14144575","267","3.14118575","267","3.14101775","265","3.1414585","261","3.14134875","267","3.1414505","264","3.14217875","264","3.14091425","267","3.14109","261","3.1416975","264","3.141501357142857","264","274"
"14","3.14203425","262","3.1415875","262","3.14106875","264","3.14225225","262","3.14121225","262","3.14194825","262","3.14148725","262","3.14176475","263","3.14161175","266","3.14122525","264","3.14131525","262","3.1422095","262","3.14139975","266","3.1416335","265","3.1416250178571423","263","266"
"15","3.14127475","255","3.14265375","255","3.141155","269","3.141275","270","3.14135025","268","3.141368","255","3.14130775","263","3.140957","263","3.14143325","255","3.14238225","263","3.141061","255","3.141262","267","3.141958","272","3.14229725","271","3.141552517857143","262","272"
"16","3.1412505","252","3.1421995","259","3.14172575","264","3.14129525","252","3.1417795","261","3.1412775","259","3.14127","269","3.14192725","263","3.1412135","267","3.142129","259","3.14143075","260","3.1409795","258","3.1416185","266","3.141618","261","3.141551035714286","260","269"
"17","3.14096825","255","3.1413105","264","3.141741","263","3.14154425","254","3.1420145","273","3.14139375","273","3.14101725","252","3.1417525","272","3.1408005","256","3.14150775","273","3.14184725","269","3.141453","252","3.1421165","260","3.1412685","272","3.1414811071428574","263","276"
"18","3.14163125","245","3.1419815","272","3.1423345","270","3.14148475","244","3.141525","246","3.1419395","244","3.14102775","253","3.14126125","244","3.1409465","244","3.142124","247","3.14175025","244","3.1417905","244","3.14091625","244","3.141839","248","3.1416108571428567","249","277"
"19","3.141317","269","3.1408845","183","3.1415475","270","3.1419025","269","3.14089125","273","3.141141","243","3.14210075","245","3.14154375","250","3.14198925","252","3.1420125","252","3.14149","245","3.1414635","248","3.14114925","246","3.141775","247","3.1415148392857146","249","276"
"20","3.14125925","273","3.14144","264","3.141996","273","3.14163775","274","3.14167525","273","3.1417245","274","3.1415565","273","3.14204625","273","3.141501","273","3.14236025","273","3.141409","273","3.1410405","273","3.14153525","273","3.14169325","273","3.141633910714286","272","275"
"21","3.141631","264","3.14057975","264","3.141401","264","3.141062","265","3.14102325","266","3.1417405","271","3.1416365","247","3.14202","241","3.14132575","268","3.1411755","241","3.142315","244","3.1420105","264","3.14144925","262","3.14209125","264","3.1415329464285713","258","271"
"22","3.14108475","220","3.14147925","288","3.141281","266","3.14151","286","3.1411955","223","3.14153575","259","3.14078875","288","3.14153925","287","3.141224","294","3.1412585","293","3.1416945","262","3.1421005","265","3.1411025","265","3.141248","264","3.1413601607142856","268","295"
"23","3.1410525","261","3.1417485","261","3.14235775","261","3.141999","241","3.14156125","262","3.14127225","261","3.1414525","261","3.141971","267","3.1413175","270","3.141419","268","3.14273125","273","3.14186825","261","3.1412155","268","3.142111","261","3.1417198035714287","262","274"
"24","3.142043","264","3.14165475","282","3.14172675","282","3.142468","272","3.1416495","277","3.14088475","281","3.14200675","266","3.14232075","283","3.14215775","268","3.14184175","282","3.141669","267","3.14250325","272","3.14187575","263","3.141214","267","3.1418582678571423","273","283"
"25","3.14169825","261","3.14156975","260","3.1416545","260","3.14170075","266","3.14116825","260","3.14117375","260","3.141265","260","3.1418325","264","3.14170875","268","3.14119625","263","3.14160925","266","3.14139075","265","3.1416865","225","3.141105","228","3.1414828035714284","257","269"
"26","3.142537","257","3.1406855","260","3.14154375","257","3.142388","264","3.14116925","264","3.14126075","264","3.14160325","267","3.1421085","264","3.1415745","261","3.142126","264","3.14060475","268","3.14148925","268","3.14172825","264","3.1415835","264","3.141600160714286","263","268"
"27","3.14147975","256","3.141723","268","3.14150225","272","3.14162975","273","3.1420025","256","3.14187175","271","3.14168625","274","3.141435","268","3.14105725","274","3.14166625","268","3.14187075","248","3.142031","274","3.14134325","256","3.141136","274","3.1416024821428574","266","274"
"28","3.14193175","267","3.1415205","252","3.141524","267","3.14202125","270","3.14148275","267","3.1414725","251","3.14091025","270","3.14199725","251","3.14109325","267","3.14118875","249","3.1424475","268","3.141978","273","3.1419545","273","3.14146075","249","3.141641642857143","262","274"
"29","3.14118525","263","3.1411675","262","3.1418825","254","3.14168625","266","3.141251","270","3.14236125","262","3.142336","270","3.141783","262","3.14232025","262","3.14154275","266","3.14095125","262","3.14131075","262","3.1424245","269","3.14080775","264","3.1416435714285713","263","271"
"30","3.1417205","262","3.14067875","277","3.14149725","255","3.14163375","275","3.14169325","252","3.14251625","252","3.142259","270","3.14123575","259","3.1412685","256","3.1416395","274","3.14112475","258","3.141486","265","3.141495","254","3.1412425","259","3.141535053571428","262","277"
"31","3.141541","255","3.141642","261","3.14175525","267","3.141655","257","3.14178775","264","3.1411645","261","3.1413215","257","3.14152225","259","3.141744","265","3.14114575","256","3.140738","258","3.141986","261","3.14079475","264","3.14102175","261","3.141415678571429","260","268"
"32","3.1415955","262","3.141446","262","3.14186925","266","3.14158975","266","3.14234","269","3.14127825","263","3.14156025","273","3.1416415","268","3.14119225","262","3.14206075","270","3.1417745","263","3.14211175","262","3.14252175","272","3.141577","257","3.141754178571428","265","273"
"33","3.1411295","257","3.14163525","276","3.14204425","272","3.14165725","257","3.14258025","258","3.1410515","257","3.14129475","272","3.14239925","288","3.141658","246","3.142264","288","3.141992","277","3.141774","276","3.14159075","276","3.14155925","257","3.1417592857142855","268","288"
"34","3.14159525","261","3.141092","273","3.14134375","259","3.14166","267","3.14229","268","3.14181975","262","3.1409925","269","3.140857","264","3.1409725","269","3.14167125","263","3.14209925","261","3.141003","260","3.14187625","266","3.14130475","263","3.141469803571429","264","274"
"35","3.14160825","269","3.14159875","273","3.14134625","274","3.1415475","266","3.1408135","262","3.1408075","262","3.1418555","262","3.1419115","274","3.14212775","266","3.1413645","271","3.1411915","262","3.141652","278","3.1415915","269","3.142004","274","3.1415299999999995","268","279"
"36","3.14087575","264","3.14158575","260","3.14065575","257","3.141426","263","3.141339","260","3.14137225","262","3.1421635","263","3.14128075","260","3.14204175","263","3.141914","263","3.141479","263","3.142296","260","3.14187725","265","3.14112075","263","3.1415305357142853","261","265"
"37","3.14159125","263","3.141201","263","3.14135175","264","3.14125725","263","3.1410155","263","3.14157525","263","3.141436","263","3.14217825","272","3.14177575","268","3.14171475","263","3.141768","263","3.14158925","263","3.14130075","263","3.1415785","263","3.141523803571429","264","272"
"38","3.14236425","262","3.14147775","262","3.14197475","263","3.1408355","262","3.1415915","265","3.1409825","262","3.14163375","262","3.140852","262","3.14212625","262","3.14204525","262","3.14139675","262","3.14256975","267","3.141906","262","3.1412655","262","3.1416443928571427","262","267"
"39","3.14165275","263","3.14153725","266","3.142731","267","3.1410575","266","3.14174925","263","3.141422","265","3.1414985","263","3.1414575","263","3.14119825","263","3.1413965","263","3.14090325","264","3.1409515","253","3.14170675","270","3.14151725","263","3.141484232142857","263","270"
"40","3.14099225","265","3.14136475","290","3.1414685","288","3.1417965","264","3.14211","289","3.1417385","291","3.1409915","288","3.14148875","275","3.1412915","292","3.14153875","269","3.141242","270","3.14208875","281","3.141781","275","3.14143925","287","3.1415237142857144","280","292"
"41","3.141226","262","3.14176825","265","3.14056475","267","3.141752","262","3.1415895","259","3.14124925","256","3.1410665","268","3.141074","256","3.14196175","268","3.1411855","265","3.14241675","262","3.14167","263","3.141322","263","3.141508","251","3.1414538750000003","261","269"
"42","3.1423365","273","3.14172575","282","3.141455","282","3.14148725","265","3.14203225","282","3.1416715","282","3.1414465","282","3.14073575","282","3.141624","274","3.1412335","271","3.14155875","273","3.14163975","274","3.14144075","282","3.14148125","282","3.141562035714286","277","282"
"43","3.1417415","260","3.1412355","173","3.14178725","263","3.14194275","265","3.14244775","258","3.14124925","264","3.1416435","271","3.14182775","259","3.14112625","265","3.14177025","267","3.141523","263","3.142381","275","3.14202575","258","3.14185125","270","3.141753767857143","257","275"
"44","3.14150975","168","3.141783","273","3.1423735","275","3.14170075","274","3.1413065","275","3.1414725","271","3.14155025","275","3.14164675","275","3.14210825","274","3.14078025","274","3.14230375","274","3.1419525","275","3.14089425","275","3.141583","274","3.141640357142857","266","276"
"45","3.14204625","148","3.14213525","191","3.141647","228","3.140934","218","3.1415695","266","3.14205875","269","3.14154425","268","3.14161325","268","3.141282","266","3.14196025","266","3.141297","267","3.1415155","266","3.14185225","268","3.14133525","272","3.141627892857142","247","273"
"46","3.1412945","248","3.141467","264","3.14103575","248","3.14192475","244","3.141097","263","3.14200825","274","3.14178675","266","3.141358","264","3.141701","250","3.14134975","271","3.14096975","257","3.1411385","254","3.1409985","235","3.14160975","235","3.1414099464285714","255","274"
"47","3.1417075","228","3.1414375","254","3.1420675","270","3.141553","254","3.141402","266","3.14182475","242","3.1413575","242","3.1412235","266","3.14148675","266","3.1404715","270","3.14181475","271","3.14109625","271","3.1415415","273","3.1415125","271","3.1414640357142853","260","274"
"48","3.14191125","262","3.141568","267","3.141791","267","3.141747","262","3.14095725","268","3.142317","267","3.1426985","269","3.14155975","262","3.14173825","265","3.142636","267","3.141701","265","3.141173","275","3.14152025","268","3.1415945","265","3.1417794821428564","266","275"
"49","3.1413375","261","3.1414155","264","3.14169575","254","3.14243425","261","3.14212","278","3.14139725","284","3.1413555","278","3.14147375","263","3.14100425","268","3.14187175","278","3.14102575","278","3.14167","281","3.1417645","249","3.14139325","282","3.1415684999999995","269","284"
"50","3.14225725","133","3.141829","262","3.141744","265","3.141438","280","3.14127675","265","3.14120075","262","3.1424685","266","3.14163225","265","3.14127","262","3.1419165","264","3.14154525","269","3.141623","280","3.141037","280","3.14157725","265","3.141629678571428","258","280"
"51","3.14131625","253","3.1418155","262","3.1415235","262","3.14130075","262","3.1409895","253","3.1413595","262","3.141026","263","3.14164","266","3.14113625","266","3.141879","262","3.14120825","268","3.141369","268","3.14093025","266","3.14141975","266","3.1413509642857136","262","268"
"52","3.1413815","280","3.14151675","281","3.14114025","274","3.14167075","282","3.14163375","273","3.14195025","271","3.14070775","280","3.1420145","284","3.141964","273","3.1415715","272","3.141986","273","3.14099375","273","3.14167625","274","3.142148","272","3.141596785714286","275","284"
"53","3.14115975","267","3.141473","259","3.14063475","271","3.1416995","258","3.1410295","267","3.141471","265","3.14190375","245","3.14143275","267","3.14175225","267","3.141062","258","3.14200225","267","3.14171325","266","3.1409705","265","3.14146875","267","3.1414123571428574","263","271"
"54","3.14167675","263","3.1423205","257","3.14208575","269","3.14179375","263","3.14110325","261","3.1415405","265","3.141602","263","3.141767","268","3.1415535","265","3.14083925","269","3.14217825","269","3.1411525","261","3.14146925","265","3.14091325","263","3.1415711071428567","264","269"
"55","3.14117225","266","3.14175","269","3.14171875","270","3.14095175","271","3.141193","269","3.14168175","269","3.14150725","270","3.1418175","270","3.14135775","267","3.14233625","267","3.1414305","270","3.14135325","269","3.1414275","269","3.1424355","270","3.1415809285714285","269","271"
"56","3.141828","263","3.14121425","265","3.14149325","263","3.14139075","263","3.14134325","267","3.14212375","263","3.14099875","268","3.142035","264","3.1416455","265","3.14151475","263","3.141269","263","3.1418555","263","3.1418165","263","3.141181","268","3.141550660714285","264","269"
"57","3.1416525","267","3.142003","267","3.14136575","267","3.141637","267","3.1427675","267","3.14091125","267","3.14201775","267","3.14067075","271","3.141536","267","3.141763","267","3.14186375","267","3.1420645","267","3.141109","266","3.14155375","267","3.141636821428572","267","271"
"58","3.14111975","272","3.141794","272","3.1422355","272","3.14177425","275","3.141352","272","3.14239975","272","3.141196","272","3.1417775","263","3.141882","272","3.1418885","272","3.14137925","272","3.14126125","272","3.141375","272","3.14239725","272","3.141702285714286","271","275"
"59","3.141513","273","3.14129","278","3.141979","273","3.14163675","246","3.1410355","246","3.1413535","272","3.140946","273","3.14133325","274","3.141894","272","3.141603","264","3.1417415","264","3.14197","264","3.14173575","264","3.14159675","264","3.1415448571428572","266","278"
"60","3.1419085","254","3.1421015","267","3.1415045","268","3.1407185","270","3.1418285","257","3.14160475","270","3.14141125","267","3.14157575","268","3.14232725","268","3.14189325","266","3.14140275","257","3.14141025","256","3.1421905","269","3.14171825","266","3.141685392857142","264","270"
"61","3.14190725","248","3.14226525","247","3.14188975","260","3.14078625","264","3.14176525","262","3.14212125","269","3.14183325","263","3.14153375","276","3.1411865","254","3.141467","260","3.1413495","275","3.1418575","260","3.142189","262","3.14218825","276","3.1417385535714284","262","277"
"62","3.141546","271","3.14114475","270","3.14171575","274","3.141849","270","3.14158075","267","3.141259","269","3.1414125","274","3.14120275","272","3.141621","267","3.14210225","269","3.1415075","269","3.14190925","267","3.14140525","272","3.14139675","270","3.141546607142857","270","274"
"63","3.1415675","277","3.141599","263","3.14047025","277","3.1420025","275","3.14191925","274","3.141754","262","3.1421075","262","3.1417985","262","3.14141325","262","3.1413265","262","3.14171925","266","3.1421685","262","3.1410005","274","3.141315","262","3.1415829642857136","267","277"
"64","3.14225175","241","3.14171875","262","3.14222875","261","3.141298","270","3.14147025","262","3.140928","260","3.14217275","263","3.14140725","263","3.1414335","261","3.14176525","260","3.141568","263","3.141053","243","3.1416485","265","3.1410395","271","3.141570232142857","260","271"
"65","3.14219375","270","3.14164225","257","3.14282825","266","3.14128575","273","3.14183425","266","3.1419175","239","3.14206775","257","3.1409865","269","3.14080925","268","3.141032","266","3.14189825","272","3.141239","266","3.1417005","273","3.140914","255","3.141596357142857","264","274"
"66","3.1413125","267","3.14195475","267","3.14117525","268","3.1416115","268","3.14187075","278","3.14171025","278","3.1417475","278","3.1410745","266","3.1413715","274","3.14128375","278","3.14170825","278","3.14196525","267","3.14174925","265","3.14173325","277","3.1415905892857148","272","279"
"67","3.1410035","258","3.1418385","256","3.141386","277","3.14180675","258","3.141085","277","3.14117075","273","3.1419635","277","3.1414105","274","3.14098025","278","3.1418975","279","3.14148575","261","3.1410465","266","3.14191","251","3.1417995","257","3.1414845714285713","267","283"
"68","3.141852","246","3.141359","260","3.141759","246","3.141781","263","3.1419715","253","3.14064125","252","3.141517","262","3.1421285","254","3.14108775","263","3.141709","262","3.14177575","256","3.1410775","246","3.1413245","259","3.141948","252","3.1415665535714288","255","272"
"69","3.1408415","251","3.14083875","225","3.14131575","243","3.14174675","271","3.14181925","273","3.141505","268","3.1410705","275","3.14164625","262","3.14140875","271","3.141556","275","3.1417605","262","3.14200125","253","3.14163","271","3.14125","262","3.1414564464285712","261","275"
"70","3.1416265","133","3.14173975","263","3.1411235","263","3.141656","266","3.141407","267","3.14138475","263","3.141107","270","3.14134575","266","3.14128875","263","3.1413825","263","3.1411355","265","3.14186175","265","3.14178675","267","3.1420425","266","3.1414919999999995","255","270"
"71","3.14091025","263","3.1421615","256","3.141374","263","3.141668","263","3.14147775","263","3.14111575","273","3.14118175","267","3.1416725","267","3.14154275","264","3.1414665","271","3.1415585","264","3.1417265","267","3.14157425","268","3.14107","257","3.141464285714285","264","273"
"72","3.141732","269","3.14160625","251","3.14182275","260","3.1414","273","3.1414285","279","3.1415455","274","3.14192125","260","3.14112325","264","3.14159975","274","3.1412915","253","3.1420765","279","3.14122325","276","3.142038","253","3.141141","263","3.141567821428571","266","280"
"73","3.14103675","241","3.1413195","240","3.1413545","273","3.14234875","276","3.14146925","276","3.14227725","272","3.1419415","273","3.141634","270","3.14167825","272","3.14114325","263","3.14166825","271","3.141586","278","3.141164","275","3.14132125","270","3.141567321428572","267","279"
"74","3.141197","249","3.1413205","269","3.14181875","254","3.1416605","261","3.1419905","251","3.14176625","265","3.140961","267","3.141355","251","3.14199925","260","3.1416225","261","3.14154525","268","3.1416205","270","3.14155175","258","3.1420785","270","3.1416062321428577","261","270"
"75","3.1409145","248","3.141788","248","3.14137325","270","3.141447","271","3.141934","267","3.14167125","270","3.1418045","263","3.14144175","247","3.14157925","258","3.1416105","271","3.14236175","253","3.14186825","257","3.14193975","252","3.14153875","273","3.1416623214285715","260","273"
"76","3.141718","270","3.14118325","270","3.14203975","270","3.1416465","270","3.1417695","270","3.1415165","267","3.14202725","272","3.14194975","270","3.1419025","276","3.14139525","276","3.1415045","277","3.141519","276","3.14100775","270","3.1418355","273","3.141643928571429","271","277"
"77","3.14160275","282","3.141974","283","3.141195","283","3.141771","283","3.141072","282","3.1413235","282","3.14181525","288","3.1415315","286","3.1409795","285","3.1414875","283","3.14143475","292","3.14091525","289","3.14195175","287","3.14166725","285","3.141480071428571","285","293"
"78","3.14194775","252","3.1412945","262","3.14182825","255","3.1417325","261","3.14108875","261","3.14185925","261","3.1411005","276","3.14262525","259","3.14193125","259","3.14157875","263","3.14198625","259","3.1419175","262","3.14177475","276","3.141907","277","3.1417551607142857","263","277"
"79","3.14166175","255","3.14137275","255","3.14186525","264","3.14193225","248","3.14195425","261","3.14215525","259","3.141342","262","3.1422995","260","3.1425205","253","3.14192","256","3.142033","264","3.141136","242","3.14109075","268","3.14190025","268","3.1417988214285715","258","268"
"80","3.1410835","267","3.142016","268","3.1425535","276","3.1419455","268","3.14177575","267","3.1413475","266","3.14145325","268","3.1418675","267","3.14143575","268","3.14169225","266","3.14165725","268","3.14178425","265","3.1424765","267","3.1413695","268","3.141747","267","277"
"81","3.14129325","263","3.1411315","262","3.14143325","267","3.14083325","277","3.14134375","277","3.1416645","265","3.14220175","263","3.1415775","263","3.14147625","263","3.14200075","263","3.14155325","263","3.14119625","263","3.14164925","267","3.14177325","265","3.1415091250000002","265","277"
"82","3.14163125","253","3.14174075","264","3.141795","265","3.141958","261","3.1406295","266","3.1412995","261","3.14204375","263","3.142403","262","3.1415705","263","3.14080475","266","3.14154875","265","3.1411635","265","3.141889","265","3.1415035","263","3.141570053571428","263","266"
"83","3.141296","252","3.14163375","271","3.14139725","253","3.14104125","252","3.141455","252","3.1405815","270","3.14129175","270","3.14198475","270","3.141211","271","3.14180125","271","3.141482","272","3.14138325","257","3.1414135","251","3.141028","258","3.1413571607142856","262","273"
"84","3.1415135","260","3.140872","251","3.14119275","260","3.14173725","260","3.141617","259","3.141257","262","3.141571","262","3.141964","259","3.141967","259","3.141519","259","3.14195125","265","3.141906","259","3.14159875","259","3.14248475","259","3.1416536607142858","259","266"
"85","3.141799","255","3.14151475","268","3.1415545","267","3.1412755","271","3.141144","258","3.141938","269","3.14155975","259","3.141846","265","3.14137","257","3.14132725","258","3.1420935","258","3.14168125","260","3.14118075","257","3.14171225","256","3.141571178571428","261","271"
"86","3.14173875","263","3.14142875","268","3.14113025","268","3.1415915","263","3.1421215","266","3.141712","267","3.1416475","261","3.14139875","261","3.14100625","266","3.141538","261","3.14199825","261","3.1429045","266","3.14158275","266","3.1419295","265","3.1416948749999998","264","269"
"87","3.141364","258","3.14162625","255","3.1417345","242","3.141965","268","3.141551","252","3.1417515","270","3.14107225","241","3.1412365","261","3.14183925","255","3.1416775","266","3.14173275","259","3.14166375","261","3.14260375","270","3.14165025","242","3.141676303571429","257","270"
"88","3.1416665","280","3.141529","280","3.14195475","280","3.14206775","280","3.14145175","280","3.1413655","280","3.1420005","280","3.1413985","280","3.1419385","285","3.141732","284","3.14213025","288","3.14126375","279","3.1414995","280","3.14126575","290","3.1416617142857146","281","290"
"89","3.1416025","269","3.1409545","269","3.141388","269","3.141527","254","3.14164975","269","3.14230625","269","3.14135525","269","3.1421015","272","3.14214375","269","3.141138","269","3.1411385","271","3.14111675","268","3.1419235","269","3.14152575","269","3.141562214285714","268","272"
"90","3.141849","259","3.14127","263","3.14227725","259","3.14166","263","3.14103625","264","3.14161375","264","3.14137025","263","3.141714","259","3.1413995","263","3.1423235","266","3.1416","263","3.14118675","263","3.14209325","259","3.141503","257","3.1416354642857143","261","266"
"91","3.141311","254","3.14153025","253","3.14187275","270","3.14128825","263","3.14182425","254","3.141599","269","3.14121","257","3.1416485","257","3.1420315","263","3.14132975","257","3.14192275","270","3.14079775","271","3.14170925","272","3.142062","272","3.1415812142857145","263","272"
"92","3.14152725","269","3.14250475","269","3.14227525","271","3.1418625","269","3.14173475","259","3.14135925","246","3.14173","271","3.1411815","254","3.14126325","259","3.14116225","265","3.14175425","271","3.14186525","270","3.1419775","253","3.14123075","256","3.1416734642857143","263","271"
"93","3.14195775","273","3.141121","263","3.142488","256","3.14126625","280","3.14143775","254","3.14144","274","3.14199625","276","3.14164675","263","3.142263","264","3.141359","265","3.14130675","269","3.14155075","268","3.1417655","265","3.14201425","276","3.1416866428571426","267","280"
"94","3.14130325","267","3.142033","263","3.14182525","263","3.14122025","261","3.1418705","261","3.14117175","261","3.14186125","261","3.14188175","261","3.14194675","264","3.141012","264","3.142333","261","3.1412845","260","3.14119625","261","3.14210875","261","3.1416463035714277","262","267"
"95","3.14131675","278","3.14133","282","3.14220375","275","3.14137875","282","3.1418865","278","3.14147725","272","3.14146125","285","3.14100675","275","3.14190975","276","3.14169875","271","3.141365","275","3.14138675","275","3.14101325","271","3.141178","280","3.1414723214285707","276","285"
"96","3.1413305","280","3.14196675","284","3.14154825","269","3.14141175","284","3.1420215","269","3.14099475","269","3.141327","257","3.141791","266","3.14175875","273","3.1409575","271","3.14185825","282","3.14092775","269","3.14170825","268","3.142147","283","3.1415535000000006","273","284"
"97","3.14192825","254","3.142162","265","3.142074","249","3.14194625","249","3.142009","248","3.141061","253","3.14118675","259","3.141215","256","3.1411805","258","3.141211","197","3.14118625","197","3.141897","195","3.14122875","197","3.142271","199","3.141611196428571","234","275"
"98","3.14267125","262","3.1413835","270","3.1415945","268","3.141112","262","3.14148075","268","3.14095225","268","3.14127175","270","3.14134075","264","3.14178625","267","3.141434","265","3.14151875","268","3.142052","271","3.14104025","268","3.1411325","269","3.141483607142857","267","271"
"99","3.14217375","261","3.14132975","262","3.14116325","261","3.1418865","270","3.141887","269","3.1412955","278","3.14103675","270","3.141874","269","3.14193675","261","3.14215025","181","3.141281","183","3.1419665","184","3.14196925","179","3.1411815","182","3.1416522678571437","236","278"
"100","3.14140225","261","3.14121675","261","3.141624","258","3.140749","253","3.14153575","259","3.14114125","260","3.14143275","259","3.1418925","264","3.14161","260","3.1415765","264","3.14161225","259","3.14156525","259","3.14218625","265","3.14224975","266","3.141556732142857","260","266"
"Averages","3.1415652274999983","256","3.1415580925000004","262","3.1416423200000003","264","3.141604420000001","265","3.14156336","265","3.1415072374999977","265","3.1415450249999997","266","3.1415869024999985","265","3.1415784425","266","3.1416061925000003","264","3.141617522499999","264","3.1416055549999986","264","3.1415915675000003","264","3.1416103200000016","264","3.1415844417857155","263","274"
