"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Average Result","Average Runtime (ms)","Total Runtime (ms)"
"28","3.14229475","249","3.141744","244","3.14216775","259","3.14086925","245","3.141273","246","3.14112875","246","3.14150875","259","3.141493","259","3.1418065","246","3.14116075","246","3.14072225","246","3.14225075","259","3.14110875","259","3.1415021730769235","251","263"
"29","3.141183","181","3.14182125","244","3.141568","244","3.14126475","244","3.141484","244","3.141517","250","3.142191","255","3.14121425","244","3.14144225","256","3.14137975","259","3.14160175","245","3.14173175","259","3.1428475","254","3.141634326923077","244","260"
"30","3.141662","144","3.141727","250","3.14164125","252","3.1416215","250","3.14198775","262","3.14161625","262","3.14139025","258","3.141588","262","3.14168275","256","3.14191725","247","3.140837","264","3.14195675","244","3.141427","252","3.141619596153846","246","264"
"31","3.1420195","237","3.14187275","264","3.14145325","265","3.1414325","266","3.140681","234","3.14158525","265","3.1416425","251","3.14190025","232","3.1403615","266","3.142116","251","3.14202175","251","3.1420605","232","3.141506","232","3.1415886730769227","249","266"
"32","3.1416775","245","3.14162775","239","3.14152275","244","3.141728","237","3.14201275","237","3.14069925","237","3.1418625","236","3.14149575","248","3.14207275","236","3.14095225","236","3.142095","243","3.14202525","240","3.14155875","237","3.141640788461539","239","248"
"33","3.141617","252","3.141653","247","3.14145975","244","3.14159775","258","3.1417205","248","3.14217475","240","3.14151475","235","3.14156775","261","3.14189475","256","3.14208725","256","3.1411035","250","3.1418425","259","3.14203425","247","3.141712884615385","250","261"
"34","3.14129225","255","3.141726","262","3.14138125","246","3.14184275","253","3.141212","253","3.14155975","255","3.1413975","253","3.1416005","256","3.14148","259","3.14206575","263","3.1414795","259","3.1412815","253","3.141601","260","3.1415322884615384","255","263"
"35","3.14046625","252","3.14089375","252","3.140595","229","3.1415455","254","3.14158825","249","3.1411635","252","3.14110875","257","3.14168675","255","3.14167375","252","3.14128","252","3.14193675","255","3.14201125","249","3.14185475","249","3.1413695576923075","250","257"
"36","3.1420535","215","3.14235025","252","3.14173875","225","3.14236175","265","3.14149775","253","3.14094075","218","3.141843","253","3.1414205","253","3.14128375","253","3.1420085","253","3.1417235","266","3.14195825","262","3.141596","266","3.1417520192307693","248","266"
"37","3.141593","252","3.14173625","242","3.14183975","252","3.14208475","232","3.1408245","231","3.14163975","233","3.1409195","234","3.141749","239","3.1417305","251","3.14040375","233","3.14144925","251","3.14178025","251","3.14154675","242","3.1414843846153846","241","252"
"38","3.14160975","66","3.142793","234","3.1415355","209","3.14167325","219","3.14129075","209","3.14160775","234","3.1415595","234","3.14215625","222","3.14155925","208","3.14212575","219","3.14154125","209","3.14206475","208","3.14156925","216","3.141775846153846","206","249"
"39","3.141421","161","3.14153525","161","3.14190775","161","3.142037","250","3.142079","266","3.142508","253","3.140839","256","3.14118725","265","3.14248725","260","3.141633","255","3.1410305","263","3.14126175","255","3.14121","264","3.141625903846154","236","266"
"40","3.141379","262","3.1423145","258","3.1416465","259","3.14213375","260","3.140996","260","3.141617","257","3.14215925","258","3.14163325","259","3.14165275","257","3.14182075","258","3.141018","258","3.141794","261","3.14194075","257","3.1417004230769234","258","262"
"41","3.14177775","194","3.14161975","218","3.1423055","251","3.14110175","260","3.14164775","265","3.14141425","261","3.14147475","251","3.1418215","261","3.1414685","251","3.14153125","251","3.14169675","254","3.141841","264","3.141067","258","3.1415975","249","265"
"42","3.14101675","172","3.1411175","245","3.14107475","258","3.14153825","239","3.14221725","244","3.1420365","242","3.1417045","258","3.141275","257","3.14182","244","3.14123325","247","3.1425675","258","3.1410105","258","3.14175425","258","3.141566615384615","244","259"
"43","3.14104175","175","3.14216325","239","3.14150375","243","3.14135775","244","3.14163375","243","3.1420425","243","3.1411515","243","3.14178125","243","3.14084475","248","3.14119625","243","3.1415005","251","3.1418685","243","3.14166075","243","3.141518942307693","238","251"
"44","3.1409455","248","3.14168925","256","3.142243","258","3.141372","256","3.14168","254","3.14208175","257","3.14126675","263","3.140682","261","3.141808","262","3.141717","263","3.14170175","231","3.14173975","267","3.1412345","254","3.1415508653846156","256","267"
"45","3.14124875","253","3.14160775","263","3.142354","264","3.14139075","263","3.1414755","263","3.14159125","264","3.141131","240","3.14160075","261","3.140861","258","3.14154725","258","3.14166075","263","3.14144575","254","3.141977","258","3.1415301153846147","258","264"
"46","3.140977","245","3.14062175","246","3.14083725","245","3.14183325","255","3.14160675","257","3.1427025","245","3.14141275","246","3.14215175","245","3.1414215","246","3.141616","253","3.14126","252","3.1423895","246","3.14212325","253","3.1416117884615384","248","257"
"47","3.1419535","71","3.1416285","262","3.14101275","250","3.14188575","260","3.14102775","253","3.1419715","253","3.141948","251","3.14145825","261","3.1417785","250","3.14147675","250","3.14178225","260","3.14202175","261","3.141785","258","3.1416715576923075","241","262"
"48","3.1415935","255","3.14112075","268","3.14213275","255","3.14116775","255","3.14129375","257","3.141011","254","3.14142075","255","3.1419065","255","3.14078","256","3.14148775","222","3.14122475","255","3.14101225","254","3.14175825","264","3.1413776730769234","254","268"
"49","3.14137775","193","3.141234","193","3.14081425","193","3.14113325","153","3.14227025","244","3.1418475","253","3.141294","244","3.141472","244","3.14159875","244","3.1411145","254","3.14127","244","3.14180075","244","3.141845","257","3.1414670769230773","227","257"
"50","3.142273","156","3.1417885","251","3.14089025","250","3.1411175","254","3.141386","261","3.14181","256","3.14180625","262","3.1419035","261","3.14144775","261","3.14170075","254","3.14115375","263","3.14158175","261","3.14202075","259","3.1416061346153845","249","263"
"51","3.14109075","250","3.14172675","252","3.14118125","254","3.141128","250","3.14178875","257","3.1415705","254","3.1414105","250","3.14255675","250","3.142663","249","3.14164975","250","3.14208525","256","3.14147675","253","3.141592","250","3.141686153846154","251","257"
"52","3.14197","197","3.14182775","251","3.14213775","248","3.1416175","248","3.14153875","260","3.14169625","257","3.1415545","260","3.141094","247","3.1412725","257","3.14098525","257","3.14164525","248","3.14195925","248","3.1411065","249","3.1415696346153843","248","260"
"53","3.14183575","244","3.141753","241","3.14172675","241","3.14181375","240","3.142505","241","3.1417475","240","3.14244225","243","3.14156225","249","3.14091675","254","3.141467","243","3.14157825","250","3.140501","253","3.14179925","246","3.141665269230769","245","255"
"54","3.1411725","181","3.14136825","237","3.14143125","243","3.141244","252","3.14072925","251","3.142069","243","3.14061875","243","3.141876","252","3.14081225","252","3.141399","251","3.1415755","251","3.141826","251","3.14148325","242","3.141354230769231","242","252"
"55","3.1422225","238","3.1422075","250","3.141692","242","3.14198925","248","3.1414855","249","3.141168","231","3.141457","231","3.14115475","245","3.1411195","242","3.14171825","242","3.14176625","222","3.1419485","249","3.14149675","241","3.1416481346153846","240","250"
"56","3.14184525","81","3.14146925","198","3.14103025","238","3.1416035","233","3.14139625","198","3.14156925","238","3.141395","254","3.141722","255","3.14193725","243","3.1415115","250","3.1410755","254","3.14179825","258","3.14150675","256","3.1415276923076925","227","264"
"57","3.14114775","106","3.14130425","248","3.141512","220","3.1417685","256","3.141989","261","3.14170675","261","3.141946","259","3.14148575","259","3.141116","248","3.141677","261","3.14242225","247","3.14164725","259","3.14121875","253","3.1416108653846155","241","261"
"58","3.14142625","158","3.141882","208","3.141411","208","3.1418295","260","3.141597","252","3.14174025","260","3.14203675","258","3.14158575","260","3.141742","251","3.14188275","251","3.14181925","258","3.1415825","255","3.14220725","258","3.1417494038461533","241","260"
"59","3.14202025","224","3.1410295","252","3.14104425","258","3.142132","252","3.1417555","255","3.1416865","257","3.1409135","252","3.14175625","252","3.14104275","256","3.14153175","252","3.14139625","263","3.1415735","254","3.14196925","252","3.1415270192307694","252","264"
"60","3.141657","220","3.14197575","217","3.1415235","223","3.14101625","244","3.14127525","247","3.14143875","236","3.141446","224","3.14221175","244","3.14150775","243","3.141994","237","3.141702","236","3.142024","238","3.14161","248","3.1416447692307696","235","248"
"61","3.141707","242","3.141954","265","3.14162525","258","3.14154875","188","3.14131075","258","3.1412595","258","3.1411915","265","3.1414465","259","3.141873","258","3.14130225","258","3.142802","258","3.14190075","258","3.14146475","260","3.141645076923077","252","265"
"62","3.14144975","216","3.14119375","245","3.141586","251","3.14146025","236","3.14117475","255","3.142015","236","3.14149975","245","3.141766","245","3.14141575","255","3.141717","251","3.14160425","255","3.1412565","252","3.14132475","220","3.141497192307692","243","255"
"63","3.141532","210","3.14171725","253","3.142259","253","3.14148175","253","3.14091725","254","3.142073","253","3.14216575","253","3.1413095","253","3.14159325","253","3.1415555","253","3.14137675","260","3.141819","259","3.14205975","252","3.1416815192307697","250","260"
"64","3.14214675","236","3.14147675","252","3.1418545","236","3.14093525","216","3.14175675","213","3.14172125","244","3.14114175","243","3.142247","243","3.1416395","257","3.1411755","257","3.14105","243","3.14167875","252","3.1423835","257","3.1416313269230765","242","258"
"65","3.14213975","108","3.14126025","241","3.141564","250","3.14221225","250","3.14199475","263","3.1416835","251","3.14104825","250","3.14151575","250","3.141221","251","3.1414915","250","3.14106375","262","3.14116775","248","3.14137275","248","3.1415180961538463","240","263"
"66","3.14097875","104","3.14185175","246","3.14095075","244","3.1417375","244","3.14186775","246","3.14205525","244","3.14075825","249","3.1416795","243","3.14113075","244","3.14157275","244","3.1417455","252","3.14221625","239","3.1414005","248","3.1415342499999994","234","253"
"67","3.14171425","168","3.14188775","252","3.1415735","252","3.14153975","252","3.142044","234","3.14134475","214","3.14192125","252","3.1414175","252","3.1417095","252","3.14148275","252","3.14158575","252","3.141913","261","3.1415195","261","3.1416656346153853","242","262"
"68","3.14139025","199","3.141229","224","3.141518","249","3.14124325","259","3.14114475","254","3.14281325","248","3.140717","248","3.14161475","251","3.14143625","256","3.14101425","248","3.1414765","248","3.14201475","250","3.141633","258","3.1414803846153845","245","259"
"69","3.1418615","232","3.141389","222","3.1407445","245","3.1424015","251","3.14081875","261","3.141346","261","3.14047675","255","3.14105675","245","3.1410025","261","3.1419185","250","3.141623","245","3.141546","263","3.14117825","263","3.1413356153846155","250","264"
"70","3.14161925","234","3.141797","198","3.141259","262","3.140859","261","3.14109675","261","3.1414135","252","3.14173075","254","3.14163125","256","3.14162125","263","3.141907","252","3.141691","251","3.14176","252","3.14085325","252","3.1414799230769224","249","263"
"71","3.14133225","234","3.141213","237","3.141601","237","3.14174875","237","3.14191125","251","3.142142","240","3.1415635","240","3.14153525","252","3.14176525","240","3.14208175","252","3.14093225","252","3.141536","252","3.14189575","251","3.1416352307692312","244","252"
"72","3.1423445","148","3.14174575","249","3.14159425","240","3.141733","235","3.14167275","244","3.14114125","245","3.14080675","249","3.1414075","232","3.14084275","248","3.1409905","239","3.14199825","195","3.141918","231","3.14169925","239","3.141530346153846","230","249"
"73","3.14166125","246","3.1410555","250","3.14186775","253","3.14128075","251","3.14174625","253","3.14189575","251","3.14210275","251","3.1412885","251","3.14117675","203","3.14151925","257","3.141538","251","3.14142025","256","3.1419885","251","3.141580096153846","248","257"
"74","3.14100625","47","3.14104975","244","3.14139225","257","3.141664","240","3.142203","257","3.1414195","237","3.14122325","246","3.141938","246","3.14138075","254","3.14099775","246","3.142243","256","3.1412385","245","3.141084","240","3.1414492307692305","231","261"
"75","3.141379","260","3.14195075","222","3.14127775","248","3.14169125","255","3.1414405","256","3.14153525","246","3.141609","257","3.14218375","247","3.14085025","256","3.14145","254","3.1416595","243","3.14144925","236","3.1413775","252","3.1415272115384614","248","260"
"76","3.141699","89","3.14094375","232","3.14225675","257","3.1418515","249","3.142341","256","3.141922","257","3.14146625","256","3.14148375","258","3.141204","244","3.14225475","243","3.14060025","244","3.141949","249","3.1414485","245","3.1416477307692308","236","258"
"77","3.1424525","192","3.14167225","239","3.14181775","237","3.14139425","251","3.1418335","225","3.14196725","237","3.14135725","250","3.14153625","237","3.1408815","244","3.14111375","244","3.14143225","247","3.1414455","245","3.14213025","246","3.141618019230769","238","251"
"78","3.14237975","192","3.141506","253","3.141555","249","3.14217875","250","3.14171175","250","3.14166825","258","3.14177125","255","3.142471","254","3.14212825","259","3.14151425","249","3.14153225","260","3.14145475","249","3.141036","253","3.1417620961538457","248","260"
"79","3.141784","255","3.141602","248","3.14118425","259","3.14178625","247","3.141547","255","3.141679","255","3.1418485","255","3.14211525","255","3.1415485","255","3.14144","255","3.14101475","256","3.1417945","255","3.14203575","255","3.1416445961538457","254","260"
"80","3.14210625","245","3.14210325","255","3.1410505","251","3.14132425","249","3.14123025","211","3.1418785","249","3.1424415","258","3.1413955","251","3.141272","259","3.14078625","261","3.14187725","261","3.1417415","255","3.14135275","257","3.1415815192307694","250","262"
"81","3.14107425","216","3.141548","250","3.14186625","248","3.14169025","251","3.14072725","247","3.14182","247","3.142381","253","3.1411545","247","3.14103775","247","3.1420525","254","3.14186325","248","3.14238675","254","3.14193325","247","3.1416565384615387","246","254"
"82","3.14251575","242","3.14199625","255","3.1420245","255","3.14078725","255","3.141319","255","3.14169325","255","3.142092","255","3.1422275","255","3.14275075","241","3.14209825","255","3.142167","254","3.14171775","255","3.14198975","255","3.1419522307692302","252","255"
"83","3.14161425","196","3.1414955","219","3.14127825","216","3.14234425","242","3.141593","236","3.14212","243","3.1421225","247","3.14084375","236","3.14161075","236","3.14177775","236","3.140486","246","3.14174675","236","3.1405415","236","3.1415057115384615","232","254"
"84","3.1413845","65","3.14113175","260","3.1415725","249","3.14333825","252","3.14108875","262","3.1409585","259","3.14201725","260","3.14192725","250","3.141467","218","3.14195275","258","3.1414125","249","3.1414345","249","3.1418455","257","3.141656230769231","237","262"
"85","3.14172625","142","3.14144075","243","3.142133","256","3.141973","251","3.14203675","248","3.14172425","258","3.1419145","256","3.1411615","256","3.1412805","259","3.14089225","249","3.14171075","256","3.141061","256","3.141462","256","3.1415781923076915","245","259"
"86","3.14253625","157","3.1415565","229","3.14135625","262","3.1418455","259","3.14184875","250","3.14214","262","3.1418505","250","3.14154375","259","3.1412255","254","3.14181975","250","3.141578","250","3.14116525","236","3.14172625","250","3.1417070961538465","243","262"
"87","3.141461","249","3.1416045","250","3.14173525","251","3.14174225","250","3.1413525","250","3.14134425","250","3.14129975","250","3.14144525","256","3.1414915","257","3.1412505","264","3.14130275","264","3.141994","264","3.1416785","264","3.141515538461538","255","265"
"88","3.14106025","211","3.14140275","251","3.14198","241","3.1415275","251","3.14196625","244","3.142291","227","3.14201825","261","3.14118175","254","3.1415255","256","3.142116","248","3.141642","253","3.14159875","260","3.141605","260","3.141685769230769","247","261"
"89","3.1408735","252","3.14203625","260","3.14130775","236","3.14147025","246","3.140771","258","3.1411275","258","3.14126525","250","3.1417135","251","3.14217025","255","3.141527","244","3.1412165","255","3.142091","255","3.141378","245","3.1414575192307694","251","260"
"90","3.14212725","249","3.142121","249","3.14104175","248","3.1422415","256","3.14193225","248","3.14112","256","3.141146","249","3.1411405","257","3.141292","242","3.1414075","248","3.14194575","239","3.14184075","256","3.1415885","248","3.1416111346153843","249","257"
"91","3.141473","227","3.14164875","256","3.14166325","250","3.1407395","261","3.141819","260","3.14185775","255","3.141413","261","3.14179275","255","3.142109","251","3.14188775","254","3.1410555","250","3.141088","251","3.14106325","257","3.1415085000000005","252","261"
"92","3.14173925","251","3.14181475","262","3.142435","244","3.14127375","262","3.141136","244","3.14147625","251","3.14131425","252","3.141534","263","3.1420705","250","3.14179125","257","3.141682","260","3.14077475","260","3.1416085","250","3.1415884807692303","254","263"
"93","3.1421775","79","3.1420005","79","3.14086575","255","3.14164975","243","3.141092","247","3.14150025","257","3.140971","252","3.14111275","253","3.140957","244","3.1414905","251","3.14197775","251","3.14079925","250","3.14090825","249","3.1413463269230775","223","257"
"94","3.141394","172","3.1418045","233","3.14237725","239","3.14266575","243","3.1408235","233","3.1416385","242","3.141895","240","3.1417945","229","3.1407245","246","3.14090575","241","3.14119725","246","3.14168525","235","3.1410145","238","3.141532326923077","233","246"
"95","3.14215175","166","3.141747","262","3.14140075","268","3.14179875","261","3.14247425","261","3.14104975","261","3.14135325","261","3.14124825","261","3.14092625","261","3.14218575","261","3.14147725","261","3.14117075","262","3.142311","261","3.1416380576923078","254","268"
"96","3.14162225","227","3.141683","227","3.14157775","210","3.141876","240","3.14097","259","3.14140475","252","3.14164775","250","3.14089725","255","3.14193725","250","3.1422145","253","3.1412725","260","3.1418075","250","3.1424205","250","3.141640846153846","244","260"
"97","3.14140725","250","3.14153875","248","3.14121225","257","3.14173525","246","3.14084575","253","3.14139675","246","3.14181775","253","3.14223625","246","3.14182825","246","3.1416","247","3.14203775","246","3.14195675","247","3.141452","248","3.1416203653846155","248","258"
"98","3.14195925","257","3.1410735","252","3.14209475","257","3.14170875","254","3.142188","252","3.14131175","252","3.14148575","257","3.141319","250","3.1418075","257","3.14172925","255","3.141837","251","3.141942","257","3.142043","256","3.141730730769231","254","257"
"99","3.14195075","262","3.1419485","254","3.14257625","262","3.14144475","191","3.14202025","262","3.1420535","250","3.14114675","250","3.14130825","262","3.14132675","241","3.14170875","229","3.1420335","251","3.141082","257","3.141885","238","3.141729615384615","246","262"
"100","3.14147525","246","3.142202","245","3.14160325","228","3.14152675","218","3.14125475","250","3.1416915","245","3.14115475","250","3.1415335","244","3.1421905","252","3.141224","245","3.14136375","244","3.14131675","245","3.1414745","246","3.1415393269230774","242","252"
"Averages","3.1416420274999983","201","3.1416118025000004","241","3.1415739025000007","245","3.141611142500001","246","3.1416006824999987","249","3.1416635549999974","248","3.1415452074999983","250","3.141611319999999","251","3.1414845149999997","250","3.141570507500001","249","3.141567755000001","251","3.1416640575","250","3.1416026599999998","251","3.141596087307694","244","259"
