"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Job[14] Result","Job[14] Runtime (ms)","Total Runtime (ms)"
"28","3.14193175","268","3.14133","268","3.141585","268","3.1422855","268","3.14176125","268","3.1416185","268","3.141298","268","3.1413415","268","3.14185975","268","3.1412895","268","3.140919","268","3.141895","268","3.141835","268","3.1418395","268","268"
"29","3.141086","279","3.14190375","279","3.1410525","279","3.1412985","279","3.1416715","279","3.14165025","279","3.142292","279","3.1419355","279","3.14125675","279","3.1418945","279","3.14191375","279","3.141628","279","3.14172725","279","3.14165075","279","279"
"30","3.14214225","266","3.1420515","266","3.141626","266","3.14170475","266","3.14133175","266","3.1413835","266","3.1414245","266","3.1417775","266","3.141922","266","3.14169575","266","3.14175575","266","3.14191025","266","3.14169525","266","3.14126525","266","266"
"31","3.141412","265","3.14258175","265","3.141636","265","3.1418865","265","3.14200625","265","3.1419295","265","3.141935","265","3.14132475","265","3.141678","265","3.141274","265","3.14273375","265","3.14122725","265","3.141827","265","3.141991","265","265"
"32","3.1418245","267","3.141402","267","3.14206725","267","3.14143225","267","3.14092675","267","3.14128975","267","3.14123275","267","3.142457","267","3.14150475","267","3.14224175","267","3.142051","267","3.14155475","267","3.14166475","267","3.1411055","267","267"
"33","3.14164975","273","3.140897","273","3.14120275","273","3.1413545","273","3.14166975","273","3.1414185","273","3.1409685","273","3.14174725","273","3.14120175","273","3.141816","273","3.141715","273","3.141292","273","3.14117625","273","3.14171975","273","273"
"34","3.1424595","263","3.14107025","263","3.14140625","263","3.1415245","263","3.14198025","263","3.14120475","263","3.141468","263","3.1407065","263","3.14159575","263","3.14102675","263","3.14103275","263","3.14113875","263","3.14111725","263","3.141323","263","263"
"35","3.142011","276","3.141354","276","3.14125875","276","3.14145475","276","3.1417975","276","3.1418945","276","3.141594","276","3.14182625","276","3.14142825","276","3.14178275","276","3.1410905","276","3.141506","276","3.14147925","276","3.14189175","276","277"
"36","3.141107","264","3.141063","264","3.14137625","264","3.1415315","264","3.142159","264","3.14180425","264","3.14136275","264","3.1411425","264","3.14156875","264","3.14186775","264","3.14174975","264","3.1414945","264","3.14202375","264","3.14174725","264","264"
"37","3.14164525","269","3.14156275","269","3.1416335","269","3.14165725","269","3.14168325","269","3.141444","269","3.141478","269","3.14177225","269","3.141867","269","3.14125825","269","3.14131725","269","3.1413045","269","3.1409205","269","3.14157625","269","270"
"38","3.14171225","267","3.14172475","267","3.141684","267","3.1418895","267","3.14168225","267","3.141574","267","3.141801","267","3.141259","267","3.14201475","267","3.1410025","267","3.14194675","267","3.14134825","267","3.14145725","267","3.14078425","267","267"
"39","3.142013","270","3.1417395","270","3.1413775","270","3.14132175","270","3.141718","270","3.14142975","270","3.1409455","270","3.1413975","270","3.14100825","270","3.14188175","270","3.14161925","270","3.1416205","270","3.14189725","270","3.141941","270","270"
"40","3.14127125","268","3.1417735","268","3.14072175","268","3.14211375","268","3.14197925","268","3.1409285","268","3.1415705","268","3.14132775","268","3.14187525","268","3.141491","268","3.141434","268","3.14246425","268","3.1420965","268","3.141529","268","268"
"41","3.1418265","267","3.1412405","267","3.14148975","267","3.14062025","267","3.142015","267","3.141295","267","3.1419015","267","3.1415465","267","3.14211175","267","3.1412665","267","3.14178525","267","3.1413135","267","3.14144975","267","3.141154","267","268"
"42","3.14154475","263","3.14224575","263","3.1415905","263","3.14148675","263","3.14197975","263","3.14195125","263","3.1414455","263","3.1415045","263","3.1417975","263","3.1416795","263","3.14058675","263","3.1419945","263","3.14069025","263","3.14197775","263","263"
"43","3.14112125","266","3.14099125","266","3.142164","266","3.14166175","266","3.1420905","266","3.14110875","266","3.1420305","266","3.1410395","266","3.142433","266","3.14146425","266","3.14209575","266","3.14139575","266","3.14134575","266","3.1410405","266","267"
"44","3.1416665","267","3.14180875","267","3.140976","267","3.141709","267","3.14166525","267","3.141039","267","3.14194925","267","3.14178425","267","3.1408075","267","3.14163725","267","3.1417655","267","3.1411945","267","3.14173425","267","3.14206625","267","267"
"45","3.142396","270","3.14114475","270","3.14242825","270","3.14149475","270","3.141125","270","3.140932","270","3.1413715","270","3.141626","270","3.142108","270","3.14155425","270","3.142238","270","3.14088","270","3.1419795","270","3.14157525","270","270"
"46","3.14138675","269","3.14183025","269","3.141544","269","3.141354","269","3.141177","269","3.141726","269","3.141596","269","3.14154375","269","3.14174325","269","3.14126575","269","3.1420695","269","3.14185325","269","3.142079","269","3.14181825","269","269"
"47","3.14210275","259","3.1421575","259","3.14087325","259","3.14217325","259","3.141931","259","3.14188525","259","3.14144975","259","3.1420585","259","3.14188175","259","3.14072475","259","3.1414055","259","3.141607","259","3.14184675","259","3.14136125","259","274"
"48","3.14195975","267","3.1408465","267","3.14041775","267","3.1421785","267","3.1410375","267","3.14120575","267","3.14167375","267","3.14102175","267","3.141759","267","3.142445","267","3.1413","267","3.14167175","267","3.14209525","267","3.1420245","267","267"
"49","3.14169575","270","3.141623","270","3.14141775","270","3.14236525","270","3.141455","270","3.141708","270","3.14138175","270","3.14186","270","3.141419","270","3.14135975","270","3.14072975","270","3.14151675","270","3.14180375","270","3.1416855","270","270"
"50","3.14121525","273","3.141685","273","3.1416665","273","3.142186","273","3.141748","273","3.14181525","273","3.1422255","273","3.14188675","273","3.14207575","273","3.14167175","273","3.14172925","273","3.141668","273","3.14138075","273","3.1412825","273","274"
"51","3.1416725","270","3.1413615","270","3.1411895","270","3.1413625","270","3.14189575","270","3.14082025","270","3.14134925","270","3.14077075","270","3.1417515","270","3.1424855","270","3.1417365","270","3.14097475","270","3.14139375","270","3.142082","270","270"
"52","3.1420375","267","3.141144","267","3.14075025","267","3.1411245","267","3.14187225","267","3.14146275","267","3.1416515","267","3.1417865","267","3.14154925","267","3.14151","267","3.14188925","267","3.1419495","267","3.142108","267","3.14090825","267","267"
"53","3.14182125","267","3.141614","267","3.1417155","267","3.141255","267","3.141462","267","3.14091","267","3.14158725","267","3.140794","267","3.1413695","267","3.1415","267","3.14134275","267","3.1421425","267","3.14147825","267","3.141799","267","268"
"54","3.14128525","276","3.14106125","276","3.1426195","276","3.1409585","276","3.1416615","276","3.14118375","276","3.1414195","276","3.1418815","276","3.14166075","276","3.1412245","276","3.14131125","276","3.14113925","276","3.1412505","276","3.14151325","276","276"
"55","3.14204525","280","3.14119625","280","3.14160875","280","3.141258","280","3.141522","280","3.1419085","280","3.1414665","280","3.1409595","280","3.14179675","280","3.14188525","280","3.1411525","280","3.1417395","280","3.1413355","280","3.14120075","280","280"
"56","3.1417455","271","3.1413465","271","3.142024","271","3.141208","271","3.14182725","271","3.14183625","271","3.14159175","271","3.14083975","271","3.141938","271","3.14184075","271","3.141202","271","3.1414555","271","3.14086925","271","3.141314","271","271"
"57","3.14139575","268","3.1418255","268","3.14121575","268","3.1410195","268","3.141452","268","3.14125475","268","3.14152325","268","3.14227975","268","3.14169475","268","3.141586","268","3.1414845","268","3.1420515","268","3.141572","268","3.1425645","268","268"
"58","3.14151175","280","3.141768","280","3.14167","280","3.14175975","280","3.14128375","280","3.142262","280","3.14211725","280","3.14200325","280","3.1407015","280","3.14120675","280","3.14121725","280","3.14248875","280","3.1414365","280","3.140745","280","281"
"59","3.141549","268","3.1415245","268","3.14191625","268","3.1413135","268","3.14182125","268","3.141635","268","3.14163425","268","3.1413155","268","3.14138125","268","3.1408735","268","3.14180375","268","3.1416845","268","3.14174475","268","3.1409965","268","268"
"60","3.14180025","268","3.142201","268","3.141208","268","3.14160175","268","3.14103675","268","3.1424565","268","3.14157875","268","3.1417175","268","3.14148775","268","3.141996","268","3.14123925","268","3.1422275","268","3.1419095","268","3.14155925","268","268"
"61","3.14192025","267","3.14162275","267","3.1416415","267","3.14149625","267","3.14171325","267","3.141831","267","3.14162325","267","3.14191025","267","3.1414805","267","3.14051525","267","3.1414615","267","3.1418895","267","3.141047","267","3.14077425","267","267"
"62","3.14159175","279","3.14142","279","3.14190075","279","3.141746","279","3.14169125","279","3.141454","279","3.14133625","279","3.14191475","279","3.14152925","279","3.1420405","279","3.14137375","279","3.14220725","279","3.14227725","279","3.141965","279","279"
"63","3.141579","274","3.142186","274","3.1417655","274","3.14202","274","3.1424295","274","3.14129925","274","3.1418075","274","3.141926","274","3.141026","274","3.141255","274","3.1417675","274","3.14145325","274","3.14099025","274","3.14143975","274","275"
"64","3.1423715","267","3.14133225","267","3.14114075","267","3.14080025","267","3.1418275","267","3.1415935","267","3.1418575","267","3.14097025","267","3.14195075","267","3.1415555","267","3.1413465","267","3.14138175","267","3.14170025","267","3.142091","267","267"
"65","3.1412865","271","3.1419635","271","3.141767","271","3.141378","271","3.1417255","271","3.14167725","271","3.14109125","271","3.14121575","271","3.1413975","271","3.14159225","271","3.141885","271","3.14188125","271","3.14162625","271","3.1414145","271","272"
"66","3.14153175","264","3.14174125","264","3.14209925","264","3.1405115","264","3.14134475","264","3.14171825","264","3.1418285","264","3.14142125","264","3.14113125","264","3.14095225","264","3.1420385","264","3.1421455","264","3.14101075","264","3.1417375","264","264"
"67","3.141277","267","3.14198325","267","3.1420115","267","3.14188775","267","3.14213925","267","3.141058","267","3.141737","267","3.14241625","267","3.1419205","267","3.14231025","267","3.14093375","267","3.14155875","267","3.14173625","267","3.14109875","267","267"
"68","3.14128225","283","3.14138725","283","3.141702","283","3.141502","283","3.141754","283","3.14172775","283","3.14142225","283","3.141672","283","3.141372","283","3.1412725","283","3.14235475","283","3.14143675","283","3.141379","283","3.14148025","283","283"
"69","3.14153075","275","3.140784","275","3.141776","275","3.14194325","275","3.14179","275","3.14137925","275","3.14116","275","3.14179075","275","3.14195525","275","3.14170075","275","3.14137875","275","3.142301","275","3.141259","275","3.141004","275","276"
"70","3.142004","271","3.140799","271","3.14142475","271","3.141356","271","3.1417795","271","3.1413395","271","3.14110825","271","3.14120475","271","3.1418855","271","3.1414485","271","3.1414575","271","3.1417485","271","3.1416475","271","3.1411125","271","271"
"71","3.140995","274","3.14182","274","3.14162875","274","3.141775","274","3.140998","274","3.14162575","274","3.14159975","274","3.14148775","274","3.141565","274","3.14224775","274","3.14140475","274","3.1414765","274","3.14210425","274","3.14195075","274","274"
"72","3.1412465","275","3.1408545","275","3.14174025","275","3.14135475","275","3.14111775","275","3.14161325","275","3.14153","275","3.1409835","275","3.142031","275","3.14134","275","3.1421555","275","3.14102975","275","3.14244675","275","3.141705","275","275"
"73","3.141732","256","3.14149475","256","3.14170325","256","3.1421415","256","3.14085775","256","3.1419515","256","3.14144725","256","3.14112325","256","3.1415855","256","3.1419315","256","3.142353","256","3.141925","256","3.1411315","256","3.14160525","256","284"
"74","3.1422315","274","3.14078375","274","3.14153275","274","3.140941","274","3.14106325","274","3.14126725","274","3.14110075","274","3.14168125","274","3.14161175","274","3.141489","274","3.1422505","274","3.1417905","274","3.141906","274","3.14159225","274","274"
"75","3.1414395","278","3.14190275","278","3.14198625","278","3.14185","278","3.14168325","278","3.1418205","278","3.141139","278","3.1412485","278","3.141629","278","3.141437","278","3.141408","278","3.140931","278","3.1419635","278","3.14091625","278","278"
"76","3.142279","270","3.14186425","270","3.141849","270","3.141972","270","3.1418965","270","3.14157325","270","3.1411455","270","3.14172775","270","3.141185","270","3.1412775","270","3.14074925","270","3.14105675","270","3.14209575","270","3.1425075","270","270"
"77","3.14124875","264","3.14173575","264","3.1417715","264","3.141804","264","3.14155775","264","3.1421635","264","3.14183675","264","3.14228825","264","3.1423075","264","3.14167975","264","3.142032","264","3.1414525","264","3.14191675","264","3.14125225","264","269"
"78","3.1409395","269","3.14235225","269","3.142325","269","3.14210475","269","3.141531","269","3.14118075","269","3.14120925","269","3.14182225","269","3.1419235","269","3.14121625","269","3.1416225","269","3.14101075","269","3.14185925","269","3.1417535","269","280"
"79","3.14158825","285","3.14111275","285","3.141487","285","3.141151","285","3.14174025","285","3.1427355","285","3.14079225","285","3.14200375","285","3.1417205","285","3.14132275","285","3.141686","285","3.141362","285","3.141802","285","3.1416475","285","285"
"80","3.14202175","287","3.14171125","287","3.1411715","287","3.1412025","287","3.1417835","287","3.14203775","287","3.1412105","287","3.1411405","287","3.14245675","287","3.14121025","287","3.14179625","287","3.1410635","287","3.1415145","287","3.1413265","287","287"
"81","3.1419865","268","3.1417175","268","3.14124125","268","3.141299","268","3.14102975","268","3.141355","268","3.1410765","268","3.14119875","268","3.142038","268","3.14164875","268","3.140579","268","3.14182725","268","3.14176125","268","3.14137375","268","268"
"82","3.14170125","269","3.14216675","269","3.14202525","269","3.14192125","269","3.141114","269","3.1418545","269","3.1415945","269","3.1410575","269","3.14182325","269","3.141469","269","3.141453","269","3.1417235","269","3.14194575","269","3.141365","269","270"
"83","3.141923","262","3.141068","262","3.141751","262","3.1415885","262","3.14066825","262","3.1422985","262","3.14153625","262","3.14087075","262","3.14122625","262","3.1415615","262","3.141587","262","3.14176375","262","3.14115725","262","3.14188475","262","263"
"84","3.1419005","267","3.141281","267","3.1422485","267","3.1417405","267","3.14207475","267","3.14075","267","3.1410965","267","3.14178125","267","3.1417715","267","3.14179175","267","3.14164475","267","3.1420855","267","3.14173225","267","3.141647","267","268"
"85","3.14150475","274","3.1423235","274","3.14171975","274","3.14112575","274","3.14088825","274","3.14150325","274","3.141256","274","3.14221375","274","3.1409815","274","3.141895","274","3.14194","274","3.1414235","274","3.1418665","274","3.14116075","274","274"
"86","3.1415965","266","3.141201","266","3.14225425","266","3.14249375","266","3.14179875","266","3.14181825","266","3.1422665","266","3.14171675","266","3.1417595","266","3.14118075","266","3.142036","266","3.14217575","266","3.14214775","266","3.1409055","266","266"
"87","3.14146975","266","3.14158825","266","3.141676","266","3.14091175","266","3.14160725","266","3.14124025","266","3.141198","266","3.1418605","266","3.14150375","266","3.141095","266","3.1422705","266","3.1410685","266","3.1415995","266","3.141857","266","266"
"88","3.14181425","271","3.1417025","271","3.142185","271","3.14186525","271","3.1414035","271","3.14153975","271","3.14133625","271","3.141533","271","3.14089875","271","3.14128125","271","3.14113","271","3.142433","271","3.14180925","271","3.141607","271","272"
"89","3.141167","270","3.14161225","270","3.1411965","270","3.14205125","270","3.1418045","270","3.141592","270","3.14151325","270","3.141558","270","3.1411895","270","3.14226","270","3.1420065","270","3.1421095","270","3.14152325","270","3.1424815","270","271"
"90","3.141509","269","3.1419495","269","3.14130925","269","3.14158925","269","3.14204925","269","3.14141325","269","3.14179425","269","3.14194175","269","3.140948","269","3.1418735","269","3.14190375","269","3.141867","269","3.14207175","269","3.14135925","269","269"
"91","3.14094","271","3.1413525","271","3.1416515","271","3.141266","271","3.1418575","271","3.14148425","271","3.141433","271","3.1421555","271","3.1419635","271","3.1424285","271","3.140727","271","3.142203","271","3.14183325","271","3.14200925","271","272"
"92","3.14150825","265","3.1417145","265","3.1415045","265","3.14148975","265","3.14156575","265","3.14204","265","3.14202575","265","3.1409475","265","3.1410275","265","3.14177575","265","3.14136475","265","3.14231525","265","3.1418335","265","3.14114725","265","265"
"93","3.140653","264","3.140637","264","3.14225425","264","3.1414825","264","3.14114425","264","3.14146575","264","3.14216825","264","3.14236225","264","3.141881","264","3.14186175","264","3.14204525","264","3.141413","264","3.14082425","264","3.14085525","264","265"
"94","3.14089425","270","3.141282","270","3.14159975","270","3.14223125","270","3.14211125","270","3.1418945","270","3.1408865","270","3.14173625","270","3.1408695","270","3.14155475","270","3.14167775","270","3.14080475","270","3.141832","270","3.141408","270","270"
"95","3.1416855","268","3.140978","268","3.14140125","268","3.14152675","268","3.141398","268","3.141477","268","3.1411525","268","3.14111125","268","3.141147","268","3.14145875","268","3.14111325","268","3.14123125","268","3.14127925","268","3.14165","268","268"
"96","3.14144225","268","3.140748","268","3.140518","268","3.1405995","268","3.14092325","268","3.14150025","268","3.14095325","268","3.1416535","268","3.140949","268","3.141858","268","3.142366","268","3.14111325","268","3.141579","268","3.1412555","268","268"
"97","3.14155525","265","3.14123","265","3.1422805","265","3.1411585","265","3.14128475","265","3.14216675","265","3.14177875","265","3.1423805","265","3.14153475","265","3.14191175","265","3.141982","265","3.14103225","265","3.14197675","265","3.141418","265","270"
"98","3.1412355","267","3.141402","267","3.14114675","267","3.1422405","267","3.14217025","267","3.14179175","267","3.141176","267","3.1418465","267","3.14170125","267","3.14126725","267","3.14133725","267","3.14102625","267","3.141209","267","3.14139125","267","267"
"99","3.1413745","265","3.1416665","265","3.14180325","265","3.14168525","265","3.14172575","265","3.14173475","265","3.1421675","265","3.141168","265","3.141921","265","3.1405425","265","3.1410815","265","3.1413115","265","3.14111625","265","3.14138675","265","266"
"100","3.14134875","266","3.14145175","266","3.14132425","266","3.1412765","266","3.14175975","266","3.14171375","266","3.1414685","266","3.1415825","266","3.14187075","266","3.141543","266","3.1420145","266","3.1414645","266","3.14181925","266","3.141021","266","269"
