"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Job[14] Result","Job[14] Runtime (ms)","Job[15] Result","Job[15] Runtime (ms)","Total Runtime (ms)"
"11","3.14133575","281","3.14224025","281","3.14116225","281","3.1417145","281","3.14158925","281","3.1419865","281","3.142034","281","3.14174875","281","3.14155725","281","3.14149375","281","3.1419635","281","3.1423395","281","3.141358","281","3.141441","281","3.14215475","281","281"
"12","3.14185025","294","3.141555","294","3.14154325","294","3.14163","294","3.142034","294","3.14172325","294","3.142031","294","3.14182625","294","3.1413555","294","3.14215475","294","3.14206875","294","3.14048025","294","3.14095175","294","3.14133975","294","3.141136","294","294"
"13","3.1421565","283","3.142071","283","3.1415485","283","3.1420665","283","3.1407915","283","3.14162025","283","3.1408445","283","3.14142675","283","3.141155","283","3.14157025","283","3.142046","283","3.141943","283","3.14124425","283","3.141191","283","3.142265","283","283"
"14","3.141185","282","3.14174925","282","3.141252","282","3.1410665","282","3.1418855","282","3.14201725","282","3.14145225","282","3.14173725","282","3.14110975","282","3.14172475","282","3.14139275","282","3.142241","282","3.14165175","282","3.14216925","282","3.14107175","282","283"
"15","3.141664","287","3.140559","287","3.14159875","287","3.14148725","287","3.14213425","287","3.14136075","287","3.1418725","287","3.14143725","287","3.14151075","287","3.1416835","287","3.14096525","287","3.141638","287","3.14115475","287","3.14112075","287","3.14238875","287","288"
"16","3.1416415","292","3.141669","292","3.14183275","292","3.14111325","292","3.14144575","292","3.14213125","292","3.14150525","292","3.14177825","292","3.14138925","292","3.14096","292","3.141404","292","3.14086725","292","3.141707","292","3.1408875","292","3.14163625","292","292"
"17","3.14096","283","3.1417565","283","3.14249125","283","3.14162675","283","3.14143425","283","3.14161675","283","3.14193675","283","3.14181175","283","3.1411185","283","3.14198625","283","3.14143525","283","3.14124","283","3.14199825","283","3.14160925","283","3.14194925","283","283"
"18","3.141828","283","3.141732","283","3.14150275","283","3.1416235","283","3.14040975","283","3.14144575","283","3.14122475","283","3.14206875","283","3.1418575","283","3.14107075","283","3.14122","283","3.1413235","283","3.1414635","283","3.141544","283","3.141285","283","283"
"19","3.1411455","284","3.14194875","284","3.1419965","284","3.14156975","284","3.14201725","284","3.141431","284","3.14164","284","3.14262675","284","3.1420235","284","3.1418715","284","3.14201725","284","3.142025","284","3.14228975","284","3.14059975","284","3.141446","284","284"
"20","3.1409025","300","3.142151","300","3.14207975","300","3.1415145","300","3.1409705","300","3.1416565","300","3.142091","300","3.141528","300","3.141079","300","3.1418955","300","3.1416215","300","3.14197075","300","3.1415705","300","3.14125525","300","3.14159575","300","300"
"21","3.14198425","284","3.141862","284","3.14117375","284","3.141563","284","3.14156975","284","3.14134","284","3.1420255","284","3.141567","284","3.1411745","284","3.14100325","284","3.14130325","284","3.14207625","284","3.14170325","284","3.142547","284","3.14185325","284","285"
"22","3.141503","293","3.141446","293","3.1416845","293","3.1409495","293","3.14154625","293","3.14122975","293","3.140969","293","3.14176075","293","3.14101975","293","3.14213525","293","3.1415275","293","3.14173925","293","3.14117","293","3.14172925","293","3.14172225","293","293"
"23","3.142146","286","3.14102375","286","3.141655","286","3.1422515","286","3.14148975","286","3.14186625","286","3.1415295","286","3.14162275","286","3.14101425","286","3.141821","286","3.14145125","286","3.1426295","286","3.1415295","286","3.14134","286","3.14186475","286","286"
"24","3.141285","283","3.1415725","283","3.14225375","283","3.1422725","283","3.14172425","283","3.14136275","283","3.1414875","283","3.14170325","283","3.14169825","283","3.14196925","283","3.1420185","283","3.14173625","283","3.14175225","283","3.14198025","283","3.14226675","283","283"
"25","3.14135675","300","3.14161925","300","3.1407715","300","3.141955","300","3.14156875","300","3.1416635","300","3.14155575","300","3.1412845","300","3.141347","300","3.14169875","300","3.1417905","300","3.1417135","300","3.14149675","300","3.141814","300","3.141478","300","300"
"26","3.1418235","284","3.1420775","284","3.14159975","284","3.142013","284","3.141601","284","3.14096075","284","3.14204225","284","3.1410955","284","3.14139075","284","3.14240575","284","3.14145625","284","3.1416315","284","3.141199","284","3.14114975","284","3.14073425","284","284"
"27","3.14198075","289","3.14154275","289","3.141465","289","3.141805","289","3.14128125","289","3.14213775","289","3.14195275","289","3.141792","289","3.141648","289","3.14184675","289","3.1413315","289","3.14154575","289","3.141442","289","3.14168225","289","3.14185775","289","289"
"28","3.142198","289","3.14185975","289","3.14173825","289","3.14109475","289","3.141536","289","3.1419295","289","3.141798","289","3.14148175","289","3.14116775","289","3.14201275","289","3.14177925","289","3.14185675","289","3.1417285","289","3.1412825","289","3.14152475","289","289"
"29","3.14185125","286","3.1416795","286","3.141969","286","3.14143375","286","3.141674","286","3.14176","286","3.14148625","286","3.1408405","286","3.1413675","286","3.14226175","286","3.1416705","286","3.14182825","286","3.1419425","286","3.141083","286","3.14134925","286","287"
"30","3.141672","298","3.1410935","298","3.1413905","298","3.14173025","298","3.141362","298","3.1418685","298","3.14216275","298","3.1416455","298","3.141616","298","3.141027","298","3.1419525","298","3.1408555","298","3.1415485","298","3.14176075","298","3.141748","298","298"
"31","3.141414","288","3.14207875","288","3.1417515","288","3.14087375","288","3.1419225","288","3.14211575","288","3.14141075","288","3.141449","288","3.1413345","288","3.14125875","288","3.14078075","288","3.14150225","288","3.14174425","288","3.1414235","288","3.14202025","288","289"
"32","3.14135","286","3.1419115","286","3.14165825","286","3.141123","286","3.1410925","286","3.141106","286","3.1416725","286","3.141273","286","3.141283","286","3.141456","286","3.1411365","286","3.141815","286","3.1419055","286","3.141929","286","3.14166","286","286"
"33","3.14116775","287","3.141834","287","3.1412615","287","3.14105725","287","3.1412785","287","3.14135425","287","3.141552","287","3.1419755","287","3.141535","287","3.14069525","287","3.14159375","287","3.14130375","287","3.141159","287","3.1421215","287","3.1428535","287","288"
"34","3.1419865","283","3.140651","283","3.14182525","283","3.141827","283","3.14196675","283","3.1415015","283","3.141977","283","3.141231","283","3.141473","283","3.141351","283","3.14198","283","3.14108825","283","3.14169475","283","3.14174275","283","3.14168875","283","283"
"35","3.1423725","293","3.14144475","293","3.1420325","293","3.141467","293","3.1422395","293","3.1419425","293","3.14121075","293","3.141954","293","3.1413075","293","3.14138825","293","3.140854","293","3.1418125","293","3.14178475","293","3.14195975","293","3.141752","293","293"
"36","3.141041","265","3.141562","265","3.1421195","265","3.1425375","265","3.141324","265","3.141904","265","3.14197275","265","3.141386","265","3.142338","265","3.14127525","265","3.140596","265","3.1420405","265","3.141616","265","3.141388","265","3.1417485","265","287"
"37","3.14179975","281","3.14061125","281","3.14091","281","3.14145725","281","3.142208","281","3.1416505","281","3.141769","281","3.14150375","281","3.1412635","281","3.142354","281","3.14132775","281","3.1410635","281","3.1419665","281","3.14186025","281","3.141863","281","281"
"38","3.1412165","288","3.14207","288","3.14268875","288","3.14170775","288","3.14163925","288","3.1417525","288","3.141392","288","3.14183725","288","3.14133125","288","3.1411635","288","3.14144725","288","3.1419405","288","3.14141325","288","3.141329","288","3.14129925","288","288"
"39","3.1418125","287","3.142236","287","3.14182525","287","3.1417605","287","3.141485","287","3.14188625","287","3.141463","287","3.1414685","287","3.141547","287","3.141529","287","3.14126725","287","3.14119325","287","3.1409755","287","3.141873","287","3.1427415","287","287"
"40","3.14136775","287","3.1408495","287","3.14117","287","3.1411725","287","3.1413155","287","3.1414815","287","3.141081","287","3.14149425","287","3.14185825","287","3.14190525","287","3.141653","287","3.14185825","287","3.14254775","287","3.14221875","287","3.1411645","287","296"
"41","3.1413135","289","3.1408945","289","3.14167325","289","3.141949","289","3.14108975","289","3.14120975","289","3.14123125","289","3.14143575","289","3.1413825","289","3.1422645","289","3.1410875","289","3.141961","289","3.141674","289","3.14159625","289","3.14221125","289","289"
"42","3.1409575","285","3.14106425","285","3.14081275","285","3.14127525","285","3.14176475","285","3.141767","285","3.14156175","285","3.14139675","285","3.1418875","285","3.14203925","285","3.14180925","285","3.14136775","285","3.14231325","285","3.141057","285","3.141592","285","285"
"43","3.14233725","285","3.1412815","285","3.14141275","285","3.14208225","285","3.14161825","285","3.14144975","285","3.141888","285","3.141665","285","3.14207675","285","3.14128475","285","3.14101575","285","3.14168375","285","3.14165125","285","3.14163","285","3.14107225","285","285"
"44","3.14174025","283","3.14209025","283","3.14174475","283","3.1413295","283","3.141304","283","3.14281675","283","3.14077525","283","3.14198175","283","3.14162675","283","3.14205325","283","3.141361","283","3.1414455","283","3.14105475","283","3.14132025","283","3.141382","283","284"
"45","3.1422335","290","3.14127275","290","3.141749","290","3.1423425","290","3.1410715","290","3.14162675","290","3.14140875","290","3.14133875","290","3.14145875","290","3.1413015","290","3.14128425","290","3.14162375","290","3.141943","290","3.1414175","290","3.141344","290","290"
"46","3.141227","287","3.141866","287","3.14125925","287","3.141202","287","3.14094425","287","3.1409375","287","3.14188125","287","3.14179725","287","3.1418275","287","3.141343","287","3.141367","287","3.14207225","287","3.141894","287","3.14103025","287","3.14155675","287","288"
"47","3.1417215","292","3.14211575","292","3.1410455","292","3.141334","292","3.14185925","292","3.14197925","292","3.14122375","292","3.14166675","292","3.14080175","292","3.1419165","292","3.1414045","292","3.1418805","292","3.14103175","292","3.140757","292","3.14179975","292","293"
"48","3.14150875","286","3.14132325","286","3.1413885","286","3.1418355","286","3.1416845","286","3.14217625","286","3.1411075","286","3.141638","286","3.1413195","286","3.14101275","286","3.1407235","286","3.1408885","286","3.1411325","286","3.142096","286","3.141368","286","286"
"49","3.141921","290","3.1416695","290","3.14160375","290","3.1420785","290","3.1409635","290","3.14171775","290","3.14154975","290","3.140537","290","3.14127875","290","3.14170325","290","3.14112625","290","3.1416225","290","3.140897","290","3.14080075","290","3.141429","290","290"
"50","3.14105075","286","3.14195725","286","3.14122675","286","3.141593","286","3.14166125","286","3.141785","286","3.1418515","286","3.1421315","286","3.1416565","286","3.14115475","286","3.14207525","286","3.1416925","286","3.141317","286","3.14124125","286","3.141459","286","287"
"51","3.141413","294","3.14132975","294","3.14165625","294","3.14104025","294","3.14185775","294","3.14117725","294","3.14234075","294","3.14110925","294","3.1405825","294","3.14202525","294","3.141313","294","3.14101775","294","3.14168575","294","3.14109325","294","3.14115725","294","294"
"52","3.1410355","281","3.14170525","281","3.14147225","281","3.14190925","281","3.14159625","281","3.14096325","281","3.1420375","281","3.141211","281","3.14176575","281","3.14137125","281","3.141832","281","3.1411185","281","3.14127925","281","3.14124175","281","3.14131475","281","281"
"53","3.1418585","293","3.140967","293","3.14169375","293","3.1417445","293","3.1419285","293","3.14246575","293","3.14151125","293","3.14177875","293","3.141895","293","3.1417235","293","3.1420145","293","3.141742","293","3.14160825","293","3.14146425","293","3.1420855","293","294"
"54","3.1414105","289","3.14118075","289","3.14152825","289","3.1413195","289","3.14170625","289","3.14083925","289","3.14143","289","3.14091675","289","3.1410675","289","3.14111","289","3.14149625","289","3.1419475","289","3.142043","289","3.141216","289","3.141793","289","290"
"55","3.1418625","288","3.1418525","288","3.14167925","288","3.141937","288","3.14122525","288","3.14154025","288","3.14133975","288","3.14159","288","3.1417055","288","3.14092875","288","3.142078","288","3.1419175","288","3.141306","288","3.141347","288","3.14155125","288","289"
"56","3.140953","295","3.1417595","295","3.141843","295","3.141983","295","3.14193475","295","3.14171275","295","3.14198525","295","3.140989","295","3.1418415","295","3.14184025","295","3.14123775","295","3.1415285","295","3.14177275","295","3.1412965","295","3.14204675","295","296"
"57","3.140652","287","3.14101325","287","3.1418295","287","3.14113575","287","3.141123","287","3.14173325","287","3.141614","287","3.14113475","287","3.14200275","287","3.14139975","287","3.14156275","287","3.141837","287","3.141522","287","3.14090125","287","3.14101575","287","287"
"58","3.14106375","292","3.1407985","292","3.1409875","292","3.1417155","292","3.14138725","292","3.1419275","292","3.1415775","292","3.14181025","292","3.141636","292","3.14250475","292","3.14162875","292","3.141246","292","3.14167525","292","3.1410545","292","3.14159825","292","293"
"59","3.1413465","286","3.14089175","286","3.14210925","286","3.14167125","286","3.14119275","286","3.14137775","286","3.14057775","286","3.1412225","286","3.141643","286","3.142037","286","3.1413165","286","3.141421","286","3.14171175","286","3.1418005","286","3.1414525","286","286"
"60","3.14222675","287","3.14179225","287","3.141829","287","3.141439","287","3.141893","287","3.14232725","287","3.1418465","287","3.1411845","287","3.141747","287","3.141436","287","3.14136725","287","3.14088375","287","3.14157575","287","3.1416555","287","3.14148325","287","287"
"61","3.14139775","288","3.141466","288","3.14138325","288","3.14158175","288","3.1420095","288","3.141023","288","3.1416055","288","3.1413165","288","3.14120925","288","3.1413865","288","3.14171825","288","3.1417965","288","3.14148525","288","3.1422315","288","3.141342","288","288"
"62","3.14152025","283","3.1423875","283","3.1411285","283","3.14165225","283","3.14168375","283","3.14218275","283","3.1414765","283","3.1412395","283","3.14139875","283","3.14158625","283","3.14151475","283","3.141288","283","3.1412545","283","3.14181675","283","3.14123075","283","284"
"63","3.141152","285","3.14212775","285","3.1413265","285","3.1414065","285","3.141958","285","3.1413615","285","3.14159575","285","3.141399","285","3.1415605","285","3.14169575","285","3.1417625","285","3.141459","285","3.141628","285","3.142307","285","3.14121625","285","285"
"64","3.14121825","296","3.141989","296","3.141592","296","3.141679","296","3.14109775","296","3.14141325","296","3.14177825","296","3.140916","296","3.14148075","296","3.1410215","296","3.14192625","296","3.14170575","296","3.1412785","296","3.1418875","296","3.1418115","296","296"
"65","3.14165325","287","3.1415375","287","3.14196175","287","3.142186","287","3.14100625","287","3.14111975","287","3.1410115","287","3.1408355","287","3.14212675","287","3.1418245","287","3.14190675","287","3.14169525","287","3.141331","287","3.1412605","287","3.14164975","287","287"
"66","3.140949","288","3.14176175","288","3.14173975","288","3.142081","288","3.1413015","288","3.141602","288","3.14115325","288","3.1416015","288","3.141047","288","3.14200925","288","3.14189125","288","3.14111175","288","3.141396","288","3.1415975","288","3.14154025","288","288"
"67","3.1416225","288","3.14153625","288","3.1414615","288","3.142628","288","3.1411505","288","3.141891","288","3.14104325","288","3.14136","288","3.14190225","288","3.14100475","288","3.14150475","288","3.140502","288","3.14182575","288","3.14201975","288","3.14129375","288","288"
"68","3.14109275","286","3.141762","286","3.142345","286","3.141243","286","3.1424045","286","3.14142325","286","3.1411325","286","3.142077","286","3.14177","286","3.14077275","286","3.14143375","286","3.1414505","286","3.14154125","286","3.14213275","286","3.141214","286","286"
"69","3.1409315","287","3.14214975","287","3.1420745","287","3.1414635","287","3.14191725","287","3.14178775","287","3.14149075","287","3.141223","287","3.141558","287","3.14116325","287","3.141735","287","3.14186075","287","3.14212825","287","3.14226225","287","3.14182825","287","287"
"70","3.141818","288","3.1420625","288","3.14068775","288","3.1415445","288","3.140942","288","3.14140325","288","3.141711","288","3.14174525","288","3.1417565","288","3.14228375","288","3.14150075","288","3.14143925","288","3.1411615","288","3.1416305","288","3.14104225","288","288"
"71","3.14183575","285","3.141235","285","3.14191","285","3.141959","285","3.14171575","285","3.1410245","285","3.1409995","285","3.14148625","285","3.141881","285","3.14097325","285","3.14158825","285","3.14225375","285","3.14189","285","3.1409425","285","3.14188","285","285"
"72","3.141746","290","3.14131375","290","3.1421955","290","3.14105025","290","3.1421035","290","3.141153","290","3.1420065","290","3.14159725","290","3.141315","290","3.141804","290","3.1416595","290","3.1412435","290","3.141672","290","3.14176475","290","3.1416585","290","294"
"73","3.14195025","275","3.1413015","275","3.14223225","275","3.1418115","275","3.14175025","275","3.14123525","275","3.1415885","275","3.1414995","275","3.1414745","275","3.1418585","275","3.14170475","275","3.1412755","275","3.14187825","275","3.14147925","275","3.14152825","275","285"
"74","3.14131525","287","3.14181325","287","3.14094625","287","3.14119075","287","3.14119425","287","3.14143425","287","3.141676","287","3.141354","287","3.14153775","287","3.141814","287","3.14138025","287","3.14231025","287","3.14271375","287","3.1420945","287","3.14180225","287","287"
"75","3.1411535","283","3.14146675","283","3.1408","283","3.14096175","283","3.14133725","283","3.14169975","283","3.141451","283","3.14144275","283","3.14130175","283","3.1415495","283","3.14155","283","3.14144275","283","3.1409055","283","3.14218575","283","3.141477","283","283"
"76","3.140774","285","3.1413805","285","3.1415905","285","3.141308","285","3.1420085","285","3.140966","285","3.1421725","285","3.14166675","285","3.1415105","285","3.14167325","285","3.141336","285","3.14205075","285","3.14142775","285","3.141389","285","3.1413765","285","286"
"77","3.14183775","285","3.141806","285","3.141527","285","3.14228375","285","3.14190275","285","3.1415515","285","3.14169525","285","3.140509","285","3.14129725","285","3.1421875","285","3.141303","285","3.14148175","285","3.14097575","285","3.1413675","285","3.14148675","285","285"
"78","3.141276","290","3.141654","290","3.1412775","290","3.14109325","290","3.14167925","290","3.1418435","290","3.1402895","290","3.1411515","290","3.14136675","290","3.1421785","290","3.14103325","290","3.14181","290","3.14155175","290","3.1417625","290","3.14145275","290","290"
"79","3.1413925","283","3.14122325","283","3.14156","283","3.14144225","283","3.14177","283","3.14165775","283","3.14134075","283","3.142159","283","3.1419","283","3.1414655","283","3.14179975","283","3.14146075","283","3.14062025","283","3.141228","283","3.142028","283","283"
"80","3.14204425","283","3.14101375","283","3.14145175","283","3.142018","283","3.141805","283","3.1417725","283","3.14130575","283","3.141838","283","3.1416145","283","3.14134425","283","3.14090725","283","3.14195275","283","3.141405","283","3.14104575","283","3.14170275","283","283"
"81","3.141189","284","3.14167025","284","3.14143525","284","3.1413235","284","3.14202775","284","3.14252825","284","3.14215975","284","3.141943","284","3.14207975","284","3.14124575","284","3.14212175","284","3.14219275","284","3.14163175","284","3.14163725","284","3.1418805","284","285"
"82","3.14169675","286","3.141539","286","3.142062","286","3.141336","286","3.14223425","286","3.14166625","286","3.1416915","286","3.14150225","286","3.14136175","286","3.14136825","286","3.141129","286","3.14140125","286","3.14203875","286","3.141558","286","3.14156375","286","286"
"83","3.1412855","287","3.1419805","287","3.142035","287","3.1415645","287","3.1416585","287","3.141856","287","3.14136275","287","3.1418755","287","3.14163125","287","3.14120025","287","3.141875","287","3.142022","287","3.14172875","287","3.14198225","287","3.141258","287","287"
"84","3.141924","287","3.14237325","287","3.141924","287","3.140936","287","3.14238875","287","3.14231025","287","3.14092125","287","3.14221475","287","3.1410795","287","3.14149375","287","3.14194525","287","3.14246225","287","3.140921","287","3.14201075","287","3.14127425","287","287"
"85","3.14182475","284","3.141682","284","3.141607","284","3.14166125","284","3.14234525","284","3.141951","284","3.14155575","284","3.141926","284","3.14187325","284","3.14171975","284","3.14210625","284","3.14200175","284","3.142106","284","3.1415245","284","3.14170075","284","284"
"86","3.14174975","284","3.142493","284","3.14070625","284","3.1416125","284","3.1412375","284","3.14143475","284","3.14137875","284","3.14190575","284","3.1419205","284","3.14163775","284","3.14133975","284","3.14220475","284","3.1408115","284","3.1413185","284","3.14101325","284","285"
"87","3.14124675","290","3.14142525","290","3.14150325","290","3.141445","290","3.1416045","290","3.1416645","290","3.1414695","290","3.14247675","290","3.14081475","290","3.1406875","290","3.14119125","290","3.1410415","290","3.140972","290","3.14183775","290","3.142315","290","291"
"88","3.142108","284","3.141672","284","3.14126475","284","3.1414865","284","3.14230375","284","3.1415995","284","3.14250825","284","3.1414505","284","3.14188575","284","3.141072","284","3.14240825","284","3.1421705","284","3.141253","284","3.14251175","284","3.14081875","284","285"
"89","3.14113475","293","3.1415165","293","3.1416475","293","3.142248","293","3.14181575","293","3.14242375","293","3.14208975","293","3.14100475","293","3.14189","293","3.14141675","293","3.1419265","293","3.142034","293","3.1417995","293","3.1414","293","3.1416455","293","294"
"90","3.14147725","283","3.141822","283","3.1419055","283","3.14159225","283","3.14174675","283","3.14163425","283","3.141681","283","3.141491","283","3.1412705","283","3.1415935","283","3.14176825","283","3.1409505","283","3.14129125","283","3.1414305","283","3.1415585","283","283"
"91","3.141602","285","3.141735","285","3.1418515","285","3.14170975","285","3.14161175","285","3.1416555","285","3.14145875","285","3.14135925","285","3.14219375","285","3.141079","285","3.141346","285","3.141797","285","3.14165075","285","3.14189925","285","3.1412175","285","286"
"92","3.141652","284","3.14242825","284","3.14196025","284","3.14222925","284","3.142572","284","3.14185675","284","3.141578","284","3.1417515","284","3.14153175","284","3.1407155","284","3.1418795","284","3.1417195","284","3.141824","284","3.141541","284","3.142435","284","284"
"93","3.14153275","288","3.141757","288","3.14199975","288","3.142079","288","3.14172475","288","3.1424515","288","3.14247075","288","3.1414575","288","3.1410515","288","3.14073325","288","3.14223175","288","3.14244975","288","3.14177025","288","3.1414955","288","3.14168225","288","289"
"94","3.141739","285","3.14211775","285","3.1414485","285","3.14130325","285","3.140816","285","3.1407625","285","3.141269","285","3.141984","285","3.14189975","285","3.14209575","285","3.1415535","285","3.14120425","285","3.14139275","285","3.14187","285","3.1414585","285","285"
"95","3.1417515","288","3.1412365","288","3.14183875","288","3.1421085","288","3.141891","288","3.14113575","288","3.141714","288","3.1411235","288","3.14188","288","3.141419","288","3.14161425","288","3.1414225","288","3.1416155","288","3.14135275","288","3.141285","288","289"
"96","3.1420165","286","3.141636","286","3.14180125","286","3.1410365","286","3.14239775","286","3.1409805","286","3.14165775","286","3.14156675","286","3.14116025","286","3.1414365","286","3.14274425","286","3.142183","286","3.14223975","286","3.14140175","286","3.141484","286","286"
"97","3.1423715","290","3.141234","290","3.14177925","290","3.141766","290","3.14228675","290","3.14225125","290","3.141092","290","3.141202","290","3.14189","290","3.14228075","290","3.141154","290","3.141866","290","3.14146425","290","3.1424945","290","3.14166475","290","291"
"98","3.14133425","282","3.1416175","282","3.141563","282","3.14221675","282","3.1415165","282","3.14167075","282","3.14130575","282","3.14126275","282","3.14144175","282","3.1407125","282","3.14152525","282","3.14179225","282","3.14145525","282","3.1410835","282","3.14213425","282","282"
"99","3.14166575","294","3.14159775","294","3.14158825","294","3.141403","294","3.14062125","294","3.1416085","294","3.14186275","294","3.14095375","294","3.14131875","294","3.141315","294","3.14204425","294","3.1415745","294","3.1420385","294","3.141919","294","3.141151","294","294"
"100","3.14209","289","3.14208775","289","3.1415975","289","3.141656","289","3.14216925","289","3.14268375","289","3.14192325","289","3.14126825","289","3.14119075","289","3.1412085","289","3.141126","289","3.1415815","289","3.14159575","289","3.1414775","289","3.14146425","289","289"
