"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Total Runtime (ms)"
"1","3.14138625","254","3.1412785","254","3.141261","254","3.1408605","254","3.1410185","254","3.1415445","254","3.14136775","254","3.140795","254","3.14268575","254","3.14147825","254","3.141819","254","3.14156025","254","3.142063","254","265"
"2","3.141702","254","3.1413595","254","3.141221","254","3.142059","254","3.1409355","254","3.14105","254","3.14195625","254","3.14226025","254","3.1414365","254","3.141436","254","3.14190025","254","3.141652","254","3.141231","254","254"
"3","3.1416205","252","3.14155725","252","3.14120625","252","3.1418615","252","3.14086625","252","3.14154","252","3.14163625","252","3.1413785","252","3.14181725","252","3.141223","252","3.1415315","252","3.14190075","252","3.14221875","252","252"
"4","3.140983","254","3.142219","254","3.141565","254","3.14155925","254","3.141538","254","3.14173825","254","3.141449","254","3.1419215","254","3.14140375","254","3.141161","254","3.14186475","254","3.14140575","254","3.14196","254","254"
"5","3.1418485","258","3.14138625","258","3.1414385","258","3.14196525","258","3.14131475","258","3.14135275","258","3.1404505","258","3.140834","258","3.141411","258","3.1407815","258","3.14236325","258","3.14163125","258","3.141886","258","258"
"6","3.14151275","249","3.14131225","249","3.14117525","249","3.141323","249","3.1418575","249","3.1414915","249","3.141715","249","3.14140225","249","3.140798","249","3.14157675","249","3.1411015","249","3.14167975","249","3.14203625","249","249"
"7","3.1415875","252","3.1425575","252","3.14199225","252","3.142128","252","3.14186125","252","3.14197075","252","3.14219225","252","3.14122175","252","3.14221075","252","3.1423915","252","3.14182275","252","3.14179875","252","3.141663","252","256"
"8","3.14212975","255","3.14179675","255","3.1416785","255","3.1420725","255","3.14120325","255","3.14225275","255","3.1414","255","3.14190575","255","3.1408025","255","3.14189625","255","3.1410965","255","3.14178675","255","3.141658","255","255"
"9","3.14131075","259","3.1416715","259","3.1421375","259","3.14190925","259","3.14216825","259","3.141887","259","3.14162775","259","3.1410265","259","3.141795","259","3.1416295","259","3.14131375","259","3.141733","259","3.141893","259","259"
"10","3.14116975","266","3.14212875","266","3.141189","266","3.14115625","266","3.14142775","266","3.14205625","266","3.14207775","266","3.1413905","266","3.141706","266","3.14166475","266","3.141609","266","3.1415175","266","3.141168","266","267"
"11","3.14154825","254","3.14158125","254","3.14165475","254","3.14164275","254","3.14168575","254","3.14203525","254","3.1417115","254","3.141171","254","3.141664","254","3.1411435","254","3.14120675","254","3.14143525","254","3.14109175","254","254"
"12","3.14145475","255","3.1416","255","3.1418585","255","3.14117075","255","3.140943","255","3.14206025","255","3.14194725","255","3.1413795","255","3.1410035","255","3.1423865","255","3.141758","255","3.14241625","255","3.1418575","255","255"
"13","3.1424065","257","3.14160975","257","3.14160275","257","3.14191525","257","3.14106575","257","3.14190525","257","3.14131525","257","3.141451","257","3.14126925","257","3.1421765","257","3.142021","257","3.141998","257","3.1417115","257","258"
"14","3.141272","255","3.142","255","3.14106175","255","3.14140125","255","3.14135275","255","3.1417135","255","3.14127075","255","3.14206825","255","3.1423765","255","3.141975","255","3.14148675","255","3.14271575","255","3.14109825","255","256"
"15","3.141549","251","3.142025","251","3.141594","251","3.14144075","251","3.14256775","251","3.1420755","251","3.14123825","251","3.14207925","251","3.14170175","251","3.14124125","251","3.140956","251","3.1414955","251","3.1409945","251","252"
"16","3.141299","252","3.141512","252","3.14181","252","3.1420005","252","3.14159925","252","3.1415615","252","3.142253","252","3.1417845","252","3.14124475","252","3.14169","252","3.14185","252","3.1414985","252","3.141013","252","252"
"17","3.141702","252","3.1423135","252","3.140683","252","3.14160675","252","3.14135075","252","3.141763","252","3.14132","252","3.14197725","252","3.1419955","252","3.14149925","252","3.14168125","252","3.1415185","252","3.1418685","252","252"
"18","3.14190375","260","3.141244","260","3.14190625","260","3.141565","260","3.1413605","260","3.142621","260","3.14103975","260","3.14147125","260","3.1418465","260","3.141246","260","3.141165","260","3.14195775","260","3.14138","260","260"
"19","3.141549","248","3.1418335","248","3.14153575","248","3.14176175","248","3.14203225","248","3.1415155","248","3.14087025","248","3.14160275","248","3.1423005","248","3.1419875","248","3.14156125","248","3.14179975","248","3.14181625","248","248"
"20","3.141356","245","3.14225625","245","3.14202425","245","3.141205","245","3.14152125","245","3.1410895","245","3.1419475","245","3.14113925","245","3.1413475","245","3.1419355","245","3.141442","245","3.1416345","245","3.14195225","245","245"
"21","3.14204075","249","3.1419905","249","3.14201975","249","3.1416875","249","3.14182275","249","3.142044","249","3.14157875","249","3.14077325","249","3.141356","249","3.1407395","249","3.14060525","249","3.14202825","249","3.14200375","249","249"
"22","3.14128325","256","3.1413995","256","3.141675","256","3.14147625","256","3.14125625","256","3.1411055","256","3.14125775","256","3.141261","256","3.14177775","256","3.14212375","256","3.14172575","256","3.141312","256","3.141741","256","256"
"23","3.14093275","253","3.1412545","253","3.14219825","253","3.141475","253","3.1412575","253","3.14156975","253","3.1413045","253","3.141608","253","3.14117225","253","3.1421","253","3.1418855","253","3.14164775","253","3.141727","253","253"
"24","3.14104025","249","3.14173925","249","3.141606","249","3.14153225","249","3.1418725","249","3.1413425","249","3.141473","249","3.14205225","249","3.14191925","249","3.141595","249","3.14168975","249","3.1417915","249","3.1413585","249","249"
"25","3.14122025","247","3.141581","247","3.141894","247","3.141992","247","3.1413165","247","3.14080925","247","3.141151","247","3.141458","247","3.14110175","247","3.14162425","247","3.14104775","247","3.14150075","247","3.141505","247","247"
"26","3.142002","225","3.140978","225","3.141014","225","3.14203625","225","3.1412785","225","3.1415015","225","3.1413505","225","3.14133525","225","3.1416225","225","3.14130525","225","3.141459","225","3.1415435","225","3.14067725","225","253"
"27","3.14192275","249","3.14146875","249","3.14141275","249","3.14179475","249","3.14151325","249","3.14146225","249","3.14212425","249","3.1416895","249","3.1414355","249","3.141439","249","3.141497","249","3.141292","249","3.14173275","249","249"
"28","3.14231975","259","3.141851","259","3.1412925","259","3.1419015","259","3.14106275","259","3.141412","259","3.142381","259","3.1413635","259","3.141315","259","3.141063","259","3.141348","259","3.14217125","259","3.14178375","259","259"
"29","3.14200825","257","3.14186375","257","3.14124875","257","3.1421325","257","3.14108125","257","3.1412255","257","3.14192325","257","3.14127575","257","3.1414885","257","3.14176625","257","3.14227425","257","3.14172475","257","3.1414805","257","258"
"30","3.1410635","247","3.14122275","247","3.14133075","247","3.141442","247","3.141132","247","3.14136375","247","3.14161825","247","3.14187425","247","3.1416595","247","3.14138225","247","3.1415565","247","3.14146575","247","3.1411605","247","247"
"31","3.1413195","256","3.14157775","256","3.14094775","256","3.14061275","256","3.14160675","256","3.14196725","256","3.14273725","256","3.14148625","256","3.14124425","256","3.140982","256","3.141808","256","3.1415345","256","3.14140675","256","256"
"32","3.14153425","246","3.1413135","246","3.14179725","246","3.14181575","246","3.14154725","246","3.14208525","246","3.14143375","246","3.1415515","246","3.14178225","246","3.1412925","246","3.14127625","246","3.141862","246","3.1424395","246","247"
"33","3.14137675","244","3.14173325","244","3.142153","244","3.14202","244","3.141837","244","3.14236775","244","3.1419435","244","3.1415535","244","3.14151925","244","3.141702","244","3.1411055","244","3.14154525","244","3.1414825","244","244"
"34","3.14169925","247","3.14177625","247","3.141818","247","3.142002","247","3.14120325","247","3.14191275","247","3.14103675","247","3.14153175","247","3.14187925","247","3.1417015","247","3.14107525","247","3.1417505","247","3.14216675","247","247"
"35","3.1414565","245","3.14095725","245","3.141454","245","3.14184975","245","3.14167475","245","3.14176225","245","3.141569","245","3.141952","245","3.14192875","245","3.14186475","245","3.14229875","245","3.14069475","245","3.14166375","245","252"
"36","3.1418625","249","3.140787","249","3.141586","249","3.141195","249","3.14138425","249","3.14193775","249","3.1415955","249","3.14086775","249","3.1420435","249","3.14075475","249","3.14179825","249","3.14118525","249","3.14185025","249","249"
"37","3.141075","252","3.14110225","252","3.14185975","252","3.1417805","252","3.14162375","252","3.141471","252","3.142113","252","3.14120575","252","3.14146725","252","3.1418965","252","3.14121975","252","3.14245275","252","3.14218975","252","252"
"38","3.14190325","252","3.14135725","252","3.14116075","252","3.14142125","252","3.1416855","252","3.14159625","252","3.141913","252","3.1412885","252","3.14136225","252","3.141838","252","3.141296","252","3.14158225","252","3.14168875","252","252"
"39","3.14129075","247","3.14167","247","3.14169275","247","3.14142675","247","3.1415475","247","3.14108275","247","3.1422425","247","3.1411195","247","3.14117775","247","3.140993","247","3.1411745","247","3.1411575","247","3.142249","247","247"
"40","3.14183325","243","3.141535","243","3.1416725","243","3.14087025","243","3.141678","243","3.140993","243","3.141371","243","3.1416595","243","3.140994","243","3.141476","243","3.1419165","243","3.1419125","243","3.14138925","243","243"
"41","3.141964","249","3.1417155","249","3.14114525","249","3.14196575","249","3.14225225","249","3.1416705","249","3.14260525","249","3.142424","249","3.1416205","249","3.141575","249","3.1413055","249","3.14173875","249","3.14122075","249","250"
"42","3.14146575","251","3.1417915","251","3.14218225","251","3.1409805","251","3.14178475","251","3.141002","251","3.14237775","251","3.14097525","251","3.14163275","251","3.14199125","251","3.1422095","251","3.1410175","251","3.14154325","251","251"
"43","3.142311","248","3.14172225","248","3.14204775","248","3.14149075","248","3.141521","248","3.14187175","248","3.14055825","248","3.14217125","248","3.14154675","248","3.14120125","248","3.14197125","248","3.14158875","248","3.14165825","248","248"
"44","3.14171875","250","3.1410385","250","3.141958","250","3.14093325","250","3.1410665","250","3.1417005","250","3.141577","250","3.1420255","250","3.1416695","250","3.14132975","250","3.14134225","250","3.1417595","250","3.1420825","250","250"
"45","3.14184675","246","3.14204925","246","3.14230725","246","3.142077","246","3.14134625","246","3.1418125","246","3.1424245","246","3.14185425","246","3.14167825","246","3.14212725","246","3.14261975","246","3.14229075","246","3.1419135","246","247"
