"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Total Runtime (ms)"
"46","3.14108625","245","3.14097825","245","3.14143275","245","3.1411075","245","3.14146225","245","3.141771","245","3.1409325","245","3.140591","245","3.141764","245","3.14157025","245","3.1421255","245","3.1412895","245","3.14141375","245","245"
"47","3.14195425","250","3.141198","250","3.141733","250","3.14197525","250","3.14165375","250","3.14153325","250","3.142137","250","3.14138725","250","3.14174925","250","3.141748","250","3.14201425","250","3.1408625","250","3.1423185","250","250"
"48","3.14166575","253","3.141386","253","3.141996","253","3.14155575","253","3.142569","253","3.1409205","253","3.1412125","253","3.14101025","253","3.141403","253","3.1413425","253","3.14169025","253","3.1416005","253","3.1419165","253","253"
"49","3.14174875","245","3.14118675","245","3.14174375","245","3.14136","245","3.141718","245","3.141498","245","3.141955","245","3.14074575","245","3.1418015","245","3.142064","245","3.141828","245","3.14175375","245","3.14135475","245","245"
"50","3.14112475","250","3.1414685","250","3.14120725","250","3.14177575","250","3.1420375","250","3.14086","250","3.14103675","250","3.14107675","250","3.14195525","250","3.1414055","250","3.140905","250","3.141365","250","3.14193175","250","250"
"51","3.14174125","248","3.1414485","248","3.1411605","248","3.1409585","248","3.14170325","248","3.141056","248","3.1421985","248","3.141546","248","3.141529","248","3.141835","248","3.1411565","248","3.14200375","248","3.14142625","248","248"
"52","3.14113575","244","3.14099475","244","3.1416805","244","3.14233025","244","3.1416915","244","3.14204675","244","3.1421715","244","3.14165975","244","3.14134225","244","3.141478","244","3.142263","244","3.14142175","244","3.14158925","244","244"
"53","3.141612","249","3.1407765","249","3.1413705","249","3.1419695","249","3.14100925","249","3.14164025","249","3.141921","249","3.141055","249","3.14150675","249","3.14189525","249","3.14140925","249","3.1421885","249","3.14117975","249","252"
"54","3.14113925","246","3.14230475","246","3.14087425","246","3.1416305","246","3.1419445","246","3.14157575","246","3.14181025","246","3.1422335","246","3.141398","246","3.1415415","246","3.142404","246","3.142283","246","3.14233375","246","246"
"55","3.142066","227","3.14077675","227","3.14121475","227","3.14173525","227","3.14198025","227","3.14214925","227","3.14150975","227","3.1415785","227","3.141362","227","3.14164175","227","3.14156825","227","3.14171775","227","3.14160275","227","248"
"56","3.14120225","252","3.141912","252","3.141484","252","3.14194225","252","3.141855","252","3.1408485","252","3.14177275","252","3.14154","252","3.14174575","252","3.141548","252","3.14198825","252","3.14265625","252","3.14176375","252","252"
"57","3.14172275","251","3.14112475","251","3.140743","251","3.14184075","251","3.1420355","251","3.1417585","251","3.14203575","251","3.1408365","251","3.14138125","251","3.14175425","251","3.1413525","251","3.1414685","251","3.141781","251","251"
"58","3.1420305","246","3.141071","246","3.14182525","246","3.141947","246","3.141491","246","3.14128925","246","3.1412385","246","3.1413415","246","3.142239","246","3.14095575","246","3.14128625","246","3.140737","246","3.1412255","246","246"
"59","3.14192275","244","3.14156925","244","3.141918","244","3.1416125","244","3.14170625","244","3.1417645","244","3.141133","244","3.1420845","244","3.14187325","244","3.14216825","244","3.140738","244","3.1413305","244","3.1421175","244","245"
"60","3.141409","250","3.14088925","250","3.1414","250","3.14145675","250","3.1411885","250","3.1418355","250","3.1415095","250","3.1415735","250","3.14173075","250","3.14134175","250","3.14179675","250","3.14051475","250","3.1420795","250","250"
"61","3.14153625","253","3.141112","253","3.14123075","253","3.1413805","253","3.1414185","253","3.14152125","253","3.141562","253","3.14244","253","3.141018","253","3.1416825","253","3.141247","253","3.14116675","253","3.1420475","253","253"
"62","3.1412535","245","3.14195775","245","3.141772","245","3.14160775","245","3.14179575","245","3.14122725","245","3.14152725","245","3.14173475","245","3.1410285","245","3.14182375","245","3.141539","245","3.14160275","245","3.14189125","245","246"
"63","3.14190125","251","3.1414315","251","3.14186775","251","3.14224975","251","3.14161275","251","3.1411885","251","3.14144875","251","3.141464","251","3.1413365","251","3.1418835","251","3.1416895","251","3.14137025","251","3.141499","251","251"
"64","3.14176225","245","3.141873","245","3.141808","245","3.14186175","245","3.141349","245","3.1416895","245","3.14213575","245","3.141416","245","3.14179975","245","3.1409955","245","3.1426825","245","3.141639","245","3.1417515","245","245"
"65","3.14137","247","3.14218825","247","3.14143025","247","3.14224875","247","3.1408315","247","3.14157675","247","3.1416245","247","3.1414385","247","3.1411165","247","3.14126225","247","3.14149975","247","3.14178925","247","3.141219","247","247"
"66","3.14198825","246","3.14172275","246","3.14218","246","3.14127625","246","3.14113725","246","3.14177025","246","3.1417785","246","3.14258925","246","3.14155875","246","3.14252125","246","3.141737","246","3.141782","246","3.14150575","246","246"
"67","3.141799","257","3.14147125","257","3.1421705","257","3.1415335","257","3.141668","257","3.14160975","257","3.1414135","257","3.1413005","257","3.141198","257","3.14118275","257","3.1408435","257","3.14202","257","3.141352","257","257"
"68","3.1414775","245","3.1416645","245","3.14180425","245","3.1417135","245","3.1415205","245","3.14125775","245","3.1411665","245","3.14225675","245","3.14166525","245","3.14190175","245","3.141722","245","3.14112275","245","3.14156025","245","245"
"69","3.14138175","249","3.141623","249","3.14241025","249","3.1420735","249","3.1419185","249","3.141144","249","3.14188825","249","3.14188425","249","3.14168875","249","3.14208775","249","3.1414845","249","3.14193475","249","3.14134575","249","249"
"70","3.1416715","251","3.141226","251","3.1414945","251","3.141021","251","3.14203125","251","3.14132375","251","3.14179975","251","3.14124075","251","3.14161625","251","3.14155025","251","3.14171625","251","3.1413035","251","3.14147475","251","252"
"71","3.14197175","248","3.1420315","248","3.141575","248","3.14190475","248","3.14127","248","3.1415205","248","3.142032","248","3.1422485","248","3.141514","248","3.14157025","248","3.14079125","248","3.141548","248","3.141429","248","248"
"72","3.14130675","243","3.14138825","243","3.14176375","243","3.1407375","243","3.141251","243","3.14211675","243","3.141155","243","3.141581","243","3.141176","243","3.1421725","243","3.1415155","243","3.14134325","243","3.14191825","243","245"
"73","3.14134725","256","3.14155525","256","3.1423215","256","3.14117725","256","3.1409045","256","3.1417035","256","3.14154025","256","3.1415075","256","3.14185025","256","3.1414275","256","3.14162325","256","3.141064","256","3.14143025","256","256"
"74","3.141635","247","3.14195775","247","3.14074725","247","3.141325","247","3.14171325","247","3.14144325","247","3.14214225","247","3.14189825","247","3.1420795","247","3.1409285","247","3.1410455","247","3.14184875","247","3.14153125","247","247"
"75","3.14162975","255","3.14138025","255","3.14083","255","3.14189175","255","3.1406845","255","3.141454","255","3.1417435","255","3.14176575","255","3.142616","255","3.14165425","255","3.14173025","255","3.141325","255","3.1411965","255","255"
"76","3.14147975","245","3.1415425","245","3.14214125","245","3.1419035","245","3.14132875","245","3.1414505","245","3.141766","245","3.14180075","245","3.1409205","245","3.14080875","245","3.14141","245","3.1416365","245","3.1420925","245","246"
"77","3.1413345","250","3.14194075","250","3.14131425","250","3.141678","250","3.141489","250","3.1416535","250","3.142366","250","3.14222425","250","3.14165325","250","3.1419715","250","3.14191425","250","3.14130275","250","3.1407955","250","250"
"78","3.14158925","247","3.142053","247","3.1417655","247","3.14183925","247","3.141427","247","3.1414745","247","3.14206275","247","3.14204875","247","3.14120725","247","3.14224425","247","3.1413615","247","3.14189475","247","3.141834","247","247"
"79","3.1420035","246","3.141976","246","3.141836","246","3.141833","246","3.14129775","246","3.141528","246","3.141775","246","3.14243275","246","3.14128575","246","3.141384","246","3.141487","246","3.14141275","246","3.14121575","246","246"
"80","3.14114575","251","3.14123175","251","3.14203725","251","3.1413745","251","3.1414025","251","3.1414665","251","3.14152475","251","3.14090075","251","3.14099325","251","3.14079725","251","3.14118125","251","3.14147525","251","3.14109525","251","251"
"81","3.141335","251","3.14133325","251","3.14183975","251","3.142089","251","3.140857","251","3.1408905","251","3.14197925","251","3.14173","251","3.141743","251","3.141826","251","3.141257","251","3.141436","251","3.14112375","251","251"
"82","3.14120125","247","3.14174075","247","3.14065","247","3.14146","247","3.1411285","247","3.14156275","247","3.141765","247","3.14170175","247","3.141248","247","3.1416505","247","3.141702","247","3.14141525","247","3.14213475","247","247"
"83","3.141643","245","3.14196525","245","3.14207025","245","3.14257775","245","3.1423225","245","3.142448","245","3.1422405","245","3.14173125","245","3.1420985","245","3.1416155","245","3.14264875","245","3.141481","245","3.1418565","245","245"
"84","3.14137825","256","3.14146","256","3.1421955","256","3.14079775","256","3.14209375","256","3.14213975","256","3.14127675","256","3.14228125","256","3.14205325","256","3.14145175","256","3.141095","256","3.14165375","256","3.14191975","256","256"
"85","3.1412595","246","3.1411125","246","3.1419195","246","3.14233475","246","3.141852","246","3.1411365","246","3.14203875","246","3.14190475","246","3.14142825","246","3.14175475","246","3.141989","246","3.141126","246","3.14148275","246","246"
"86","3.1410465","251","3.14169575","251","3.140863","251","3.1414855","251","3.141222","251","3.141376","251","3.141706","251","3.1412095","251","3.141656","251","3.14167775","251","3.141936","251","3.142174","251","3.141673","251","252"
"87","3.14152625","250","3.1416645","250","3.141482","250","3.14226525","250","3.14158525","250","3.141811","250","3.1415915","250","3.14148575","250","3.14119475","250","3.141439","250","3.1418305","250","3.1422485","250","3.142227","250","250"
"88","3.14193725","249","3.14124325","249","3.1417625","249","3.14190925","249","3.14146875","249","3.1420875","249","3.14154975","249","3.14142125","249","3.14210625","249","3.14202625","249","3.1421115","249","3.1414755","249","3.1411885","249","249"
"89","3.141509","257","3.141942","257","3.141483","257","3.1418325","257","3.1411545","257","3.1419645","257","3.14121775","257","3.14212475","257","3.14149875","257","3.14134275","257","3.14070125","257","3.141639","257","3.14201725","257","258"
"90","3.14176125","244","3.141803","244","3.1415755","244","3.141831","244","3.14191825","244","3.1411945","244","3.14183975","244","3.14105025","244","3.141297","244","3.1415045","244","3.1424825","244","3.14192575","244","3.14144","244","246"
"91","3.141806","243","3.1415865","243","3.1413775","243","3.14151875","243","3.1421805","243","3.14243775","243","3.14152","243","3.1416055","243","3.14155925","243","3.1418095","243","3.141459","243","3.14152125","243","3.1415305","243","247"
"92","3.14103975","248","3.141642","248","3.14121875","248","3.1411775","248","3.14194825","248","3.14192625","248","3.1422705","248","3.141969","248","3.14222125","248","3.14162025","248","3.141886","248","3.14115675","248","3.141857","248","248"
"93","3.141351","256","3.141357","256","3.14139275","256","3.14191225","256","3.1413435","256","3.1407905","256","3.1417125","256","3.14209575","256","3.14161925","256","3.14186675","256","3.14145125","256","3.1411325","256","3.1413975","256","257"
"94","3.14114125","247","3.14100425","247","3.1415625","247","3.14174225","247","3.14206475","247","3.1415815","247","3.14206775","247","3.14150825","247","3.142147","247","3.140386","247","3.14102175","247","3.14220575","247","3.1418015","247","247"
"95","3.14184575","251","3.14146125","251","3.141196","251","3.1415145","251","3.14118075","251","3.14118425","251","3.14118575","251","3.141325","251","3.1414625","251","3.14151525","251","3.1417035","251","3.14136125","251","3.1415895","251","251"
"96","3.14183175","247","3.14224175","247","3.14144125","247","3.1410085","247","3.14179325","247","3.1417355","247","3.142352","247","3.141355","247","3.14115425","247","3.1412785","247","3.142754","247","3.1410675","247","3.1412705","247","247"
"97","3.14171375","249","3.141276","249","3.14238425","249","3.1416195","249","3.14176425","249","3.14176","249","3.14138125","249","3.1417495","249","3.14104825","249","3.14102675","249","3.1416945","249","3.14120425","249","3.1416835","249","250"
"98","3.1413925","247","3.14177425","247","3.141482","247","3.141969","247","3.14014375","247","3.1410355","247","3.14088125","247","3.1419295","247","3.141681","247","3.1409805","247","3.141809","247","3.14215","247","3.1422945","247","248"
"99","3.14174","248","3.14074675","248","3.141694","248","3.14124975","248","3.14121175","248","3.1414845","248","3.14160025","248","3.14164375","248","3.141784","248","3.1418645","248","3.14181775","248","3.1416305","248","3.141872","248","249"
"100","3.141979","231","3.141957","231","3.142236","231","3.1411225","231","3.14116725","231","3.141182","231","3.14142475","231","3.14211","231","3.14093975","231","3.14090625","231","3.14192025","231","3.141552","231","3.142137","231","248"
