"Iteration Count","Job[1] Result","Job[1] Runtime (ms)","Job[2] Result","Job[2] Runtime (ms)","Job[3] Result","Job[3] Runtime (ms)","Job[4] Result","Job[4] Runtime (ms)","Job[5] Result","Job[5] Runtime (ms)","Job[6] Result","Job[6] Runtime (ms)","Job[7] Result","Job[7] Runtime (ms)","Job[8] Result","Job[8] Runtime (ms)","Job[9] Result","Job[9] Runtime (ms)","Job[10] Result","Job[10] Runtime (ms)","Job[11] Result","Job[11] Runtime (ms)","Job[12] Result","Job[12] Runtime (ms)","Job[13] Result","Job[13] Runtime (ms)","Job[14] Result","Job[14] Runtime (ms)","Job[15] Result","Job[15] Runtime (ms)","Job[16] Result","Job[16] Runtime (ms)","Total Runtime (ms)"
"90","3.1410975","301","3.1417565","301","3.14139825","301","3.14205875","301","3.14145225","301","3.141036","301","3.14160725","301","3.1415815","301","3.14198225","301","3.141166","301","3.14113325","301","3.14221825","301","3.142292","301","3.141623","301","3.1419695","301","3.141337","301","302"
"91","3.14122175","310","3.14232875","310","3.1409725","310","3.14172675","310","3.1414095","310","3.141504","310","3.14112125","310","3.14153025","310","3.1414715","310","3.14237575","310","3.14121725","310","3.14126525","310","3.14160275","310","3.14177825","310","3.14173925","310","3.1414455","310","310"
"92","3.1421575","303","3.14107325","303","3.140744","303","3.1418495","303","3.1417455","303","3.14191775","303","3.142988","303","3.1413465","303","3.14242925","303","3.14165475","303","3.141511","303","3.14164175","303","3.141702","303","3.1417025","303","3.14103525","303","3.14149625","303","303"
"93","3.14183","287","3.1416325","287","3.14117225","287","3.141583","287","3.1414665","287","3.14127225","287","3.14173475","287","3.1419715","287","3.14097925","287","3.1412185","287","3.14162","287","3.14146425","287","3.141777","287","3.1415255","287","3.1416125","287","3.141143","287","305"
"94","3.14203025","287","3.141492","287","3.141631","287","3.14202025","287","3.14209925","287","3.1416835","287","3.14233825","287","3.1414605","287","3.14150375","287","3.141999","287","3.14167975","287","3.1412285","287","3.14120925","287","3.14108325","287","3.14142375","287","3.142216","287","310"
"95","3.141382","307","3.14145525","307","3.14099175","307","3.1418515","307","3.14187525","307","3.1418465","307","3.14184125","307","3.141003","307","3.141762","307","3.14184975","307","3.14054075","307","3.1417855","307","3.141761","307","3.1420525","307","3.14178675","307","3.14121875","307","311"
"96","3.14151125","306","3.1419665","306","3.14092875","306","3.1416205","306","3.14112675","306","3.141768","306","3.14221525","306","3.14110525","306","3.140789","306","3.14185675","306","3.14175375","306","3.14123475","306","3.1410945","306","3.140827","306","3.14142175","306","3.1417575","306","307"
"97","3.1423925","303","3.14154075","303","3.14182875","303","3.14158275","303","3.14093625","303","3.14131075","303","3.14175725","303","3.14116475","303","3.142102","303","3.14174125","303","3.14072125","303","3.14161","303","3.1416795","303","3.1413635","303","3.14103125","303","3.141917","303","304"
"98","3.14095575","314","3.141807","314","3.1410165","314","3.141164","314","3.141556","314","3.1416345","314","3.141281","314","3.141683","314","3.14145175","314","3.142434","314","3.14147775","314","3.1417485","314","3.141588","314","3.1412175","314","3.14193425","314","3.141416","314","314"
"99","3.140921","299","3.1413985","299","3.14210675","299","3.14209925","299","3.1414235","299","3.14130425","299","3.14169425","299","3.14129375","299","3.1418905","299","3.1413445","299","3.14174","299","3.1413465","299","3.14155075","299","3.14091125","299","3.14148675","299","3.14246425","299","299"
"100","3.14189775","302","3.142002","302","3.1414055","302","3.14147575","302","3.14130775","302","3.141508","302","3.14034725","302","3.1412095","302","3.142009","302","3.141398","302","3.14192375","302","3.1416395","302","3.14121075","302","3.14144175","302","3.14226625","302","3.14172025","302","303"
